PublisherID,SourceID,AssetDescription,StartDate,EndDate,FID_AssetStatus,FID_AssetType,FID_AssignedPolicy,PublisherID_HomeAsset,SourceID_HomeAsset,FID_LineOfBusiness,PublisherID_VehicleAsset,SourceID_VehicleAsset
POL_ADMIN,POL000046-VEH000030,2022 Jeep Wrangler vehicle assigned to policy POL000046.,"May 18, 2024","May 17, 2025",2,1,POL000046,,,LOB003,POL_ADMIN,POL000046
POL_ADMIN,POL000047-VEH000031,2020 BMW X5 vehicle assigned to policy POL000047.,"May 21, 2024","May 20, 2025",4,1,POL000047,,,LOB003,POL_ADMIN,POL000047
POL_ADMIN,POL000048-VEH000032,2018 Toyota RAV4 vehicle assigned to policy POL000048.,"May 24, 2024","May 23, 2025",3,1,POL000048,,,LOB003,POL_ADMIN,POL000048
POL_ADMIN,POL000065-VEH000033,2025 Ford F-150 vehicle assigned to policy POL000065.,"Jul 14, 2024","Jul 13, 2025",1,1,POL000065,,,LOB001,POL_ADMIN,POL000065
POL_ADMIN,POL000066-VEH000034,2023 Ram 1500 vehicle assigned to policy POL000066.,"Jul 17, 2024","Jul 16, 2025",1,1,POL000066,,,LOB001,POL_ADMIN,POL000066
POL_ADMIN,POL000067-VEH000035,2021 Ford F-150 vehicle assigned to policy POL000067.,"Jul 20, 2024","Jul 19, 2025",1,1,POL000067,,,LOB001,POL_ADMIN,POL000067
POL_ADMIN,POL000068-VEH000036,2019 Ram 1500 vehicle assigned to policy POL000068.,"Jul 23, 2024","Jul 22, 2025",1,1,POL000068,,,LOB001,POL_ADMIN,POL000068
POL_ADMIN,POL000069-VEH000037,2017 Ford F-150 vehicle assigned to policy POL000069.,"Jul 26, 2024","Jul 25, 2025",1,1,POL000069,,,LOB001,POL_ADMIN,POL000069
POL_ADMIN,POL000070-VEH000038,2024 Ram 1500 vehicle assigned to policy POL000070.,"Jul 29, 2024","Jul 28, 2025",2,1,POL000070,,,LOB001,POL_ADMIN,POL000070
POL_ADMIN,POL000071-VEH000039,2022 Ford F-150 vehicle assigned to policy POL000071.,"Aug 01, 2024","Jul 31, 2025",2,1,POL000071,,,LOB001,POL_ADMIN,POL000071
POL_ADMIN,POL000072-VEH000040,2020 Ram 1500 vehicle assigned to policy POL000072.,"Aug 04, 2024","Aug 03, 2025",3,1,POL000072,,,LOB001,POL_ADMIN,POL000072
POL_ADMIN,POL000073-VEH000041,2018 Ford F-150 vehicle assigned to policy POL000073.,"Aug 07, 2024","Aug 06, 2025",1,1,POL000073,,,LOB001,POL_ADMIN,POL000073
POL_ADMIN,POL000074-VEH000042,2025 Ram 1500 vehicle assigned to policy POL000074.,"Aug 10, 2024","Aug 09, 2025",1,1,POL000074,,,LOB001,POL_ADMIN,POL000074
POL_ADMIN,POL000075-VEH000043,2023 Ford F-150 vehicle assigned to policy POL000075.,"Aug 13, 2024","Aug 12, 2025",1,1,POL000075,,,LOB001,POL_ADMIN,POL000075
POL_ADMIN,POL000076-VEH000044,2021 Ram 1500 vehicle assigned to policy POL000076.,"Aug 16, 2024","Aug 15, 2025",1,1,POL000076,,,LOB001,POL_ADMIN,POL000076
POL_ADMIN,POL000077-VEH000045,2019 Ford F-150 vehicle assigned to policy POL000077.,"Aug 19, 2024","Aug 18, 2025",1,1,POL000077,,,LOB001,POL_ADMIN,POL000077
POL_ADMIN,POL000078-VEH000046,2017 Ram 1500 vehicle assigned to policy POL000078.,"Aug 22, 2024","Aug 21, 2025",1,1,POL000078,,,LOB001,POL_ADMIN,POL000078
POL_ADMIN,POL000079-VEH000047,2024 Ford F-150 vehicle assigned to policy POL000079.,"Aug 25, 2024","Aug 24, 2025",2,1,POL000079,,,LOB001,POL_ADMIN,POL000079
POL_ADMIN,POL000080-VEH000048,2022 Ram 1500 vehicle assigned to policy POL000080.,"Aug 28, 2024","Aug 27, 2025",9,1,POL000080,,,LOB001,POL_ADMIN,POL000080
POL_ADMIN,POL000096-VEH000049,2020 Honda Accord vehicle assigned to policy POL000096.,"Oct 15, 2024","Oct 14, 2025",9,1,POL000096,,,LOB003,POL_ADMIN,POL000096
POL_ADMIN,POL000097-VEH000050,2018 Subaru Outback vehicle assigned to policy POL000097.,"Oct 18, 2024","Oct 17, 2025",1,1,POL000097,,,LOB003,POL_ADMIN,POL000097
POL_ADMIN,POL000098-VEH000051,2025 Tesla Model 3 vehicle assigned to policy POL000098.,"Oct 21, 2024","Oct 20, 2025",1,1,POL000098,,,LOB003,POL_ADMIN,POL000098
POL_ADMIN,POL000099-VEH000052,2023 Honda CR-V vehicle assigned to policy POL000099.,"Oct 24, 2024","Oct 23, 2025",1,1,POL000099,,,LOB003,POL_ADMIN,POL000099
POL_ADMIN,POL000100-VEH000053,2021 Subaru Forester vehicle assigned to policy POL000100.,"Oct 27, 2024","Oct 26, 2025",1,1,POL000100,,,LOB003,POL_ADMIN,POL000100
POL_ADMIN,POL000101-VEH000054,2019 Tesla Model Y vehicle assigned to policy POL000101.,"Oct 30, 2024","Oct 29, 2025",1,1,POL000101,,,LOB003,POL_ADMIN,POL000101
POL_ADMIN,POL000102-VEH000055,2017 Nissan Altima vehicle assigned to policy POL000102.,"Nov 02, 2024","Nov 01, 2025",1,1,POL000102,,,LOB003,POL_ADMIN,POL000102
POL_ADMIN,POL000103-VEH000056,2024 BMW 3 Series vehicle assigned to policy POL000103.,"Nov 05, 2024","Nov 04, 2025",2,1,POL000103,,,LOB003,POL_ADMIN,POL000103
POL_ADMIN,POL000104-VEH000057,2022 Toyota Camry vehicle assigned to policy POL000104.,"Nov 08, 2024","Nov 07, 2025",9,1,POL000104,,,LOB003,POL_ADMIN,POL000104
POL_ADMIN,POL000105-VEH000058,2020 Jeep Wrangler vehicle assigned to policy POL000105.,"Nov 11, 2024","Nov 10, 2025",3,1,POL000105,,,LOB003,POL_ADMIN,POL000105
POL_ADMIN,POL000106-VEH000059,2018 BMW X5 vehicle assigned to policy POL000106.,"Nov 14, 2024","Nov 13, 2025",1,1,POL000106,,,LOB003,POL_ADMIN,POL000106
POL_ADMIN,POL000107-VEH000060,2025 Toyota RAV4 vehicle assigned to policy POL000107.,"Nov 17, 2024","Nov 16, 2025",1,1,POL000107,,,LOB003,POL_ADMIN,POL000107
POL_ADMIN,POL000108-VEH000061,2023 Jeep Grand Cherokee vehicle assigned to policy POL000108.,"Nov 20, 2024","Nov 19, 2025",1,1,POL000108,,,LOB003,POL_ADMIN,POL000108
POL_ADMIN,POL000109-VEH000062,2021 Mercedes-Benz C-Class vehicle assigned to policy POL000109.,"Nov 23, 2024","Nov 22, 2025",1,1,POL000109,,,LOB003,POL_ADMIN,POL000109
POL_ADMIN,POL000110-VEH000063,2019 Honda Accord vehicle assigned to policy POL000110.,"Nov 26, 2024","Nov 25, 2025",1,1,POL000110,,,LOB003,POL_ADMIN,POL000110
POL_ADMIN,POL000111-VEH000064,2017 Subaru Outback vehicle assigned to policy POL000111.,"Nov 29, 2024","Nov 28, 2025",2,1,POL000111,,,LOB003,POL_ADMIN,POL000111
POL_ADMIN,POL000112-VEH000065,2024 Tesla Model 3 vehicle assigned to policy POL000112.,"Dec 02, 2024","Dec 01, 2025",4,1,POL000112,,,LOB003,POL_ADMIN,POL000112
POL_ADMIN,POL000129-VEH000066,2022 Ram 1500 vehicle assigned to policy POL000129.,"Jan 22, 2025","Jan 21, 2026",3,1,POL000129,,,LOB001,POL_ADMIN,POL000129
POL_ADMIN,POL000130-VEH000067,2020 Ford F-150 vehicle assigned to policy POL000130.,"Jan 25, 2025","Jan 24, 2026",1,1,POL000130,,,LOB001,POL_ADMIN,POL000130
POL_ADMIN,POL000131-VEH000068,2018 Ram 1500 vehicle assigned to policy POL000131.,"Jan 28, 2025","Jan 27, 2026",1,1,POL000131,,,LOB001,POL_ADMIN,POL000131
POL_ADMIN,POL000132-VEH000069,2025 Ford F-150 vehicle assigned to policy POL000132.,"Jan 31, 2025","Jan 30, 2026",1,1,POL000132,,,LOB001,POL_ADMIN,POL000132
POL_ADMIN,POL000133-VEH000070,2023 Ram 1500 vehicle assigned to policy POL000133.,"Feb 03, 2025","Feb 02, 2026",1,1,POL000133,,,LOB001,POL_ADMIN,POL000133
POL_ADMIN,POL000134-VEH000071,2021 Ford F-150 vehicle assigned to policy POL000134.,"Feb 06, 2025","Feb 05, 2026",1,1,POL000134,,,LOB001,POL_ADMIN,POL000134
POL_ADMIN,POL000135-VEH000072,2019 Ram 1500 vehicle assigned to policy POL000135.,"Feb 09, 2025","Feb 08, 2026",2,1,POL000135,,,LOB001,POL_ADMIN,POL000135
POL_ADMIN,POL000136-VEH000073,2017 Ford F-150 vehicle assigned to policy POL000136.,"Feb 12, 2025","Feb 11, 2026",2,1,POL000136,,,LOB001,POL_ADMIN,POL000136
POL_ADMIN,POL000137-VEH000074,2024 Ram 1500 vehicle assigned to policy POL000137.,"Feb 15, 2025","Feb 14, 2026",3,1,POL000137,,,LOB001,POL_ADMIN,POL000137
POL_ADMIN,POL000138-VEH000075,2022 Ford F-150 vehicle assigned to policy POL000138.,"Feb 18, 2025","Feb 17, 2026",1,1,POL000138,,,LOB001,POL_ADMIN,POL000138
POL_ADMIN,POL000139-VEH000076,2020 Ram 1500 vehicle assigned to policy POL000139.,"Feb 21, 2025","Feb 20, 2026",1,1,POL000139,,,LOB001,POL_ADMIN,POL000139
POL_ADMIN,POL000140-VEH000077,2018 Ford F-150 vehicle assigned to policy POL000140.,"Feb 24, 2025","Feb 23, 2026",1,1,POL000140,,,LOB001,POL_ADMIN,POL000140
POL_ADMIN,POL000141-VEH000078,2025 Ram 1500 vehicle assigned to policy POL000141.,"Feb 27, 2025","Feb 26, 2026",1,1,POL000141,,,LOB001,POL_ADMIN,POL000141
POL_ADMIN,POL000142-VEH000079,2023 Ford F-150 vehicle assigned to policy POL000142.,"Mar 02, 2025","Mar 01, 2026",1,1,POL000142,,,LOB001,POL_ADMIN,POL000142
POL_ADMIN,POL000143-VEH000080,2021 Ram 1500 vehicle assigned to policy POL000143.,"Mar 05, 2025","Mar 04, 2026",2,1,POL000143,,,LOB001,POL_ADMIN,POL000143
POL_ADMIN,POL000144-VEH000081,2019 Ford F-150 vehicle assigned to policy POL000144.,"Mar 08, 2025","Mar 07, 2026",2,1,POL000144,,,LOB001,POL_ADMIN,POL000144
POL_ADMIN,POL000161-VEH000082,2017 Tesla Model Y vehicle assigned to policy POL000161.,"Apr 28, 2025","Apr 27, 2026",9,1,POL000161,,,LOB003,POL_ADMIN,POL000161
POL_ADMIN,POL000162-VEH000083,2024 Nissan Altima vehicle assigned to policy POL000162.,"May 01, 2025","Apr 30, 2026",1,1,POL000162,,,LOB003,POL_ADMIN,POL000162
POL_ADMIN,POL000163-VEH000084,2022 BMW 3 Series vehicle assigned to policy POL000163.,"May 04, 2025","May 03, 2026",1,1,POL000163,,,LOB003,POL_ADMIN,POL000163
POL_ADMIN,POL000164-VEH000085,2020 Toyota Camry vehicle assigned to policy POL000164.,"May 07, 2025","May 06, 2026",1,1,POL000164,,,LOB003,POL_ADMIN,POL000164
POL_ADMIN,POL000165-VEH000086,2018 Jeep Wrangler vehicle assigned to policy POL000165.,"May 10, 2025","May 09, 2026",1,1,POL000165,,,LOB003,POL_ADMIN,POL000165
POL_ADMIN,POL000166-VEH000087,2025 BMW X5 vehicle assigned to policy POL000166.,"May 13, 2025","May 12, 2026",1,1,POL000166,,,LOB003,POL_ADMIN,POL000166
POL_ADMIN,POL000167-VEH000088,2023 Toyota RAV4 vehicle assigned to policy POL000167.,"May 16, 2025","May 15, 2026",1,1,POL000167,,,LOB003,POL_ADMIN,POL000167
POL_ADMIN,POL000168-VEH000089,2021 Jeep Grand Cherokee vehicle assigned to policy POL000168.,"May 19, 2025","May 18, 2026",2,1,POL000168,,,LOB003,POL_ADMIN,POL000168
POL_ADMIN,POL000169-VEH000090,2019 Mercedes-Benz C-Class vehicle assigned to policy POL000169.,"May 22, 2025","May 21, 2026",9,1,POL000169,,,LOB003,POL_ADMIN,POL000169
POL_ADMIN,POL000170-VEH000091,2017 Honda Accord vehicle assigned to policy POL000170.,"May 25, 2025","May 24, 2026",1,1,POL000170,,,LOB003,POL_ADMIN,POL000170
POL_ADMIN,POL000171-VEH000092,2024 Subaru Outback vehicle assigned to policy POL000171.,"May 28, 2025","May 27, 2026",1,1,POL000171,,,LOB003,POL_ADMIN,POL000171
POL_ADMIN,POL000172-VEH000093,2022 Tesla Model 3 vehicle assigned to policy POL000172.,"May 31, 2025","May 30, 2026",1,1,POL000172,,,LOB003,POL_ADMIN,POL000172
POL_ADMIN,POL000173-VEH000094,2020 Honda CR-V vehicle assigned to policy POL000173.,"Jun 03, 2025","Jun 02, 2026",1,1,POL000173,,,LOB003,POL_ADMIN,POL000173
POL_ADMIN,POL000174-VEH000095,2018 Subaru Forester vehicle assigned to policy POL000174.,"Jun 06, 2025","Jun 05, 2026",1,1,POL000174,,,LOB003,POL_ADMIN,POL000174
POL_ADMIN,POL000175-VEH000096,2025 Tesla Model Y vehicle assigned to policy POL000175.,"Jun 09, 2025","Jun 08, 2026",1,1,POL000175,,,LOB003,POL_ADMIN,POL000175
POL_ADMIN,POL000176-VEH000097,2023 Nissan Altima vehicle assigned to policy POL000176.,"Jun 12, 2025","Jun 11, 2026",2,1,POL000176,,,LOB003,POL_ADMIN,POL000176
POL_ADMIN,POL000192-VEH000098,2021 Ram 1500 vehicle assigned to policy POL000192.,"Jul 30, 2025","Jul 29, 2026",2,1,POL000192,,,LOB001,POL_ADMIN,POL000192
POL_ADMIN,POL000193-VEH000099,2019 Ford F-150 vehicle assigned to policy POL000193.,"Aug 02, 2025","Aug 01, 2026",4,1,POL000193,,,LOB001,POL_ADMIN,POL000193
POL_ADMIN,POL000194-VEH000100,2017 Ram 1500 vehicle assigned to policy POL000194.,"Aug 05, 2025","Aug 04, 2026",3,1,POL000194,,,LOB001,POL_ADMIN,POL000194
POL_ADMIN,POL000195-VEH000101,2024 Ford F-150 vehicle assigned to policy POL000195.,"Aug 08, 2025","Aug 07, 2026",1,1,POL000195,,,LOB001,POL_ADMIN,POL000195
POL_ADMIN,POL000196-VEH000102,2022 Ram 1500 vehicle assigned to policy POL000196.,"Aug 11, 2025","Aug 10, 2026",1,1,POL000196,,,LOB001,POL_ADMIN,POL000196
POL_ADMIN,POL000197-VEH000103,2020 Ford F-150 vehicle assigned to policy POL000197.,"Aug 14, 2025","Aug 13, 2026",1,1,POL000197,,,LOB001,POL_ADMIN,POL000197
POL_ADMIN,POL000198-VEH000104,2018 Ram 1500 vehicle assigned to policy POL000198.,"Aug 17, 2025","Aug 16, 2026",1,1,POL000198,,,LOB001,POL_ADMIN,POL000198
POL_ADMIN,POL000199-VEH000105,2025 Ford F-150 vehicle assigned to policy POL000199.,"Aug 20, 2025","Aug 19, 2026",1,1,POL000199,,,LOB001,POL_ADMIN,POL000199
POL_ADMIN,POL000200-VEH000106,2023 Ram 1500 vehicle assigned to policy POL000200.,"Aug 23, 2025","Aug 22, 2026",2,1,POL000200,,,LOB001,POL_ADMIN,POL000200
POL_ADMIN,POL000201-VEH000107,2021 Ford F-150 vehicle assigned to policy POL000201.,"Aug 26, 2025","Aug 25, 2026",4,1,POL000201,,,LOB001,POL_ADMIN,POL000201
POL_ADMIN,POL000202-VEH000108,2019 Ram 1500 vehicle assigned to policy POL000202.,"Aug 29, 2025","Aug 28, 2026",3,1,POL000202,,,LOB001,POL_ADMIN,POL000202
POL_ADMIN,POL000203-VEH000109,2017 Ford F-150 vehicle assigned to policy POL000203.,"Sep 01, 2025","Aug 31, 2026",1,1,POL000203,,,LOB001,POL_ADMIN,POL000203
POL_ADMIN,POL000204-VEH000110,2024 Ram 1500 vehicle assigned to policy POL000204.,"Sep 04, 2025","Sep 03, 2026",1,1,POL000204,,,LOB001,POL_ADMIN,POL000204
POL_ADMIN,POL000205-VEH000111,2022 Ford F-150 vehicle assigned to policy POL000205.,"Sep 07, 2025","Sep 06, 2026",1,1,POL000205,,,LOB001,POL_ADMIN,POL000205
POL_ADMIN,POL000206-VEH000112,2020 Ram 1500 vehicle assigned to policy POL000206.,"Sep 10, 2025","Sep 09, 2026",1,1,POL000206,,,LOB001,POL_ADMIN,POL000206
POL_ADMIN,POL000207-VEH000113,2018 Ford F-150 vehicle assigned to policy POL000207.,"Sep 13, 2025","Sep 12, 2026",1,1,POL000207,,,LOB001,POL_ADMIN,POL000207
POL_ADMIN,POL000208-VEH000114,2025 Ram 1500 vehicle assigned to policy POL000208.,"Sep 16, 2025","Sep 15, 2026",2,1,POL000208,,,LOB001,POL_ADMIN,POL000208
POL_ADMIN,POL000225-VEH000115,2023 BMW X5 vehicle assigned to policy POL000225.,"Nov 06, 2025","Nov 05, 2026",2,1,POL000225,,,LOB003,POL_ADMIN,POL000225
POL_ADMIN,POL000226-VEH000116,2021 Toyota RAV4 vehicle assigned to policy POL000226.,"Nov 09, 2025","Nov 08, 2026",3,1,POL000226,,,LOB003,POL_ADMIN,POL000226
POL_ADMIN,POL000227-VEH000117,2019 Jeep Grand Cherokee vehicle assigned to policy POL000227.,"Nov 12, 2025","Nov 11, 2026",1,1,POL000227,,,LOB003,POL_ADMIN,POL000227
POL_ADMIN,POL000228-VEH000118,2017 Mercedes-Benz C-Class vehicle assigned to policy POL000228.,"Nov 15, 2025","Nov 14, 2026",1,1,POL000228,,,LOB003,POL_ADMIN,POL000228
POL_ADMIN,POL000229-VEH000119,2024 Honda Accord vehicle assigned to policy POL000229.,"Nov 18, 2025","Nov 17, 2026",1,1,POL000229,,,LOB003,POL_ADMIN,POL000229
POL_ADMIN,POL000230-VEH000120,2022 Subaru Outback vehicle assigned to policy POL000230.,"Nov 21, 2025","Nov 20, 2026",1,1,POL000230,,,LOB003,POL_ADMIN,POL000230
POL_ADMIN,POL000231-VEH000121,2020 Tesla Model 3 vehicle assigned to policy POL000231.,"Nov 24, 2025","Nov 23, 2026",1,1,POL000231,,,LOB003,POL_ADMIN,POL000231
POL_ADMIN,POL000232-VEH000122,2018 Honda CR-V vehicle assigned to policy POL000232.,"Nov 27, 2025","Nov 26, 2026",1,1,POL000232,,,LOB003,POL_ADMIN,POL000232
POL_ADMIN,POL000233-VEH000123,2025 Subaru Forester vehicle assigned to policy POL000233.,"Nov 30, 2025","Nov 29, 2026",2,1,POL000233,,,LOB003,POL_ADMIN,POL000233
POL_ADMIN,POL000234-VEH000124,2023 Tesla Model Y vehicle assigned to policy POL000234.,"Dec 03, 2025","Dec 02, 2026",9,1,POL000234,,,LOB003,POL_ADMIN,POL000234
POL_ADMIN,POL000235-VEH000125,2021 Nissan Altima vehicle assigned to policy POL000235.,"Dec 06, 2025","Dec 05, 2026",1,1,POL000235,,,LOB003,POL_ADMIN,POL000235
POL_ADMIN,POL000236-VEH000126,2019 BMW 3 Series vehicle assigned to policy POL000236.,"Dec 09, 2025","Dec 08, 2026",1,1,POL000236,,,LOB003,POL_ADMIN,POL000236
POL_ADMIN,POL000237-VEH000127,2017 Toyota Camry vehicle assigned to policy POL000237.,"Dec 12, 2025","Dec 11, 2026",1,1,POL000237,,,LOB003,POL_ADMIN,POL000237
POL_ADMIN,POL000238-VEH000128,2024 Jeep Wrangler vehicle assigned to policy POL000238.,"Dec 15, 2025","Dec 14, 2026",1,1,POL000238,,,LOB003,POL_ADMIN,POL000238
POL_ADMIN,POL000239-VEH000129,2022 BMW X5 vehicle assigned to policy POL000239.,"Dec 18, 2025","Dec 17, 2026",1,1,POL000239,,,LOB003,POL_ADMIN,POL000239
POL_ADMIN,POL000240-VEH000130,2020 Toyota RAV4 vehicle assigned to policy POL000240.,"Dec 21, 2025","Dec 20, 2026",1,1,POL000240,,,LOB003,POL_ADMIN,POL000240
POL_ADMIN,POL000257-VEH000131,2018 Ford F-150 vehicle assigned to policy POL000257.,"Feb 10, 2026","Feb 09, 2027",2,1,POL000257,,,LOB001,POL_ADMIN,POL000257
POL_ADMIN,POL000258-VEH000132,2025 Ram 1500 vehicle assigned to policy POL000258.,"Feb 13, 2026","Feb 12, 2027",4,1,POL000258,,,LOB001,POL_ADMIN,POL000258
POL_ADMIN,POL000259-VEH000133,2023 Ford F-150 vehicle assigned to policy POL000259.,"Feb 16, 2026","Feb 15, 2027",3,1,POL000259,,,LOB001,POL_ADMIN,POL000259
POL_ADMIN,POL000260-VEH000134,2021 Ram 1500 vehicle assigned to policy POL000260.,"Feb 19, 2026","Feb 18, 2027",1,1,POL000260,,,LOB001,POL_ADMIN,POL000260
POL_ADMIN,POL000261-VEH000135,2019 Ford F-150 vehicle assigned to policy POL000261.,"Feb 22, 2026","Feb 21, 2027",1,1,POL000261,,,LOB001,POL_ADMIN,POL000261
POL_ADMIN,POL000262-VEH000136,2017 Ram 1500 vehicle assigned to policy POL000262.,"Feb 25, 2026","Feb 24, 2027",1,1,POL000262,,,LOB001,POL_ADMIN,POL000262
POL_ADMIN,POL000263-VEH000137,2024 Ford F-150 vehicle assigned to policy POL000263.,"Feb 28, 2026","Feb 27, 2027",1,1,POL000263,,,LOB001,POL_ADMIN,POL000263
POL_ADMIN,POL000264-VEH000138,2022 Ram 1500 vehicle assigned to policy POL000264.,"Mar 03, 2026","Mar 02, 2027",1,1,POL000264,,,LOB001,POL_ADMIN,POL000264
POL_ADMIN,POL000265-VEH000139,2020 Ford F-150 vehicle assigned to policy POL000265.,"Mar 06, 2026","Mar 05, 2027",2,1,POL000265,,,LOB001,POL_ADMIN,POL000265
POL_ADMIN,POL000266-VEH000140,2018 Ram 1500 vehicle assigned to policy POL000266.,"Mar 09, 2026","Mar 08, 2027",4,1,POL000266,,,LOB001,POL_ADMIN,POL000266
POL_ADMIN,POL000267-VEH000141,2025 Ford F-150 vehicle assigned to policy POL000267.,"Mar 12, 2026","Mar 11, 2027",3,1,POL000267,,,LOB001,POL_ADMIN,POL000267
