PublisherID,SourceID,HomeAssetId,PropertyAddressLine1,PropertyAddressLine2,PropertyCity,PropertyState,PropertyPostalCode,PropertyCountry,YearBuilt,ConstructionQuality,RoofYear,SquareFootage,NumberOfStories,NumberOfUnits,GarageType,OccupancyType,PrimaryResidenceFlag,ProtectionClass,DistanceToFireStation,SprinklerSystemFlag,BurglarAlarmFlag,SmokeDetectorFlag,SwimmingPoolFlag,TrampolineFlag,DogBreed,ReplacementCost,MarketValue,PersonalPropertyLimit,LossUseLimit,LiabilityLimit,DeductibleAmount,FloodZone,EarthquakeZone,WindHailExclusionFlag,StartDate,EndDate,FID_BasementType,FID_ConstructionType,FID_FoundationType,FID_RoofType
POL_ADMIN,POL000049,HOM000018,219 Maple Avenue,,Marietta,GA,30531,US,1999,CUSTOM,2017,4787,3,2,DETACHED,TENANT_OCCUPIED,FALSE,8,6.3,FALSE,FALSE,TRUE,FALSE,FALSE,,1176315.00,1023394.05,588157.50,235263.00,300000.00,1000.00,AE,MODERATE,FALSE,"May 27, 2024","May 26, 2025",3,6,7,4
POL_ADMIN,POL000050,HOM000019,226 Cedar Lane,Unit 7,Newark,NJ,07668,US,2006,LUXURY,2024,4998,1,1,CARPORT,VACANT,FALSE,9,0.4,FALSE,FALSE,TRUE,FALSE,FALSE,,1706320.00,1569814.40,853160.00,341264.00,500000.00,1500.00,A,HIGH,FALSE,"May 30, 2024","May 29, 2025",4,7,8,5
POL_ADMIN,POL000051,HOM000020,233 Lakeview Drive,,Mesa,AZ,85805,US,2013,ECONOMY,2024,5209,2,1,NONE,SEASONAL,FALSE,10,0.8,FALSE,FALSE,TRUE,FALSE,FALSE,Labrador Retriever,765805.00,742830.85,382902.50,153161.00,1000000.00,2500.00,VE,VERY_HIGH,FALSE,"Jun 02, 2024","Jun 01, 2025",5,8,9,6
POL_ADMIN,POL000052,HOM000021,240 Oak Street,,Knoxville,TN,37043,US,1950,STANDARD,1977,1220,3,1,ATTACHED,OWNER_OCCUPIED,TRUE,1,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,Golden Retriever,239700.00,244494.00,119850.00,47940.00,100000.00,500.00,X,LOW,FALSE,"Jun 05, 2024","Jun 04, 2025",6,9,10,7
POL_ADMIN,POL000053,HOM000022,247 Maple Avenue,,Milwaukee,WI,53180,US,1957,CUSTOM,1987,1431,1,2,DETACHED,TENANT_OCCUPIED,FALSE,2,1.4,FALSE,FALSE,TRUE,TRUE,FALSE,Beagle,368095.00,265028.40,184047.50,73619.00,300000.00,1000.00,X500,MODERATE,FALSE,"Jun 08, 2024","Jun 07, 2025",7,10,11,8
POL_ADMIN,POL000054,HOM000023,254 Cedar Lane,,Dallas,TX,75317,US,1964,LUXURY,1997,1642,2,1,CARPORT,VACANT,FALSE,3,1.8,FALSE,FALSE,TRUE,FALSE,FALSE,Poodle,579280.00,446045.60,289640.00,115856.00,500000.00,1500.00,VE,HIGH,FALSE,"Jun 11, 2024","Jun 10, 2025",8,11,12,9
POL_ADMIN,POL000055,HOM000024,261 Lakeview Drive,,Harrisburg,PA,15454,US,1971,ECONOMY,2007,1853,3,1,NONE,SEASONAL,FALSE,4,2.1,FALSE,FALSE,TRUE,FALSE,FALSE,German Shepherd,293185.00,240411.70,146592.50,58637.00,1000000.00,2500.00,A,VERY_HIGH,FALSE,"Jun 14, 2024","Jun 13, 2025",9,12,1,10
POL_ADMIN,POL000056,HOM000025,268 Oak Street,Unit 1,Charlotte,NC,27591,US,1978,STANDARD,2017,2064,1,1,ATTACHED,OWNER_OCCUPIED,TRUE,5,2.5,FALSE,TRUE,TRUE,FALSE,FALSE,Mixed Breed,381840.00,332200.80,190920.00,76368.00,100000.00,500.00,VE,LOW,TRUE,"Jun 17, 2024","Jun 16, 2025",1,1,2,11
POL_ADMIN,POL000057,HOM000026,275 Maple Avenue,,Norfolk,VA,22728,US,1985,CUSTOM,2024,2275,2,2,DETACHED,TENANT_OCCUPIED,FALSE,6,2.8,TRUE,FALSE,TRUE,FALSE,FALSE,,560875.00,516005.00,280437.50,112175.00,300000.00,1000.00,X,MODERATE,FALSE,"Jun 20, 2024","Jun 19, 2025",2,2,3,12
POL_ADMIN,POL000058,HOM000027,282 Cedar Lane,,Boulder,CO,80865,US,1992,LUXURY,2024,2486,3,1,CARPORT,VACANT,FALSE,7,3.2,FALSE,FALSE,TRUE,FALSE,TRUE,,852240.00,826672.80,426120.00,170448.00,500000.00,1500.00,X500,HIGH,FALSE,"Jun 23, 2024","Jun 22, 2025",3,3,4,13
POL_ADMIN,POL000059,HOM000028,289 Lakeview Drive,,Kansas City,MO,63103,US,1999,ECONOMY,2024,2697,1,1,NONE,SEASONAL,FALSE,8,3.5,FALSE,FALSE,TRUE,FALSE,FALSE,,401565.00,409596.30,200782.50,80313.00,1000000.00,2500.00,AE,VERY_HIGH,FALSE,"Jun 26, 2024","Jun 25, 2025",4,4,5,14
POL_ADMIN,POL000060,HOM000029,296 Oak Street,,San Diego,CA,90240,US,2006,STANDARD,2024,2908,2,1,ATTACHED,OWNER_OCCUPIED,TRUE,9,3.9,FALSE,TRUE,TRUE,TRUE,FALSE,Labrador Retriever,551980.00,397425.60,275990.00,110396.00,100000.00,500.00,A,HIGH,FALSE,"Jun 29, 2024","Jun 28, 2025",5,5,6,1
POL_ADMIN,POL000061,HOM000030,303 Maple Avenue,,Jacksonville,FL,32377,US,2013,CUSTOM,2024,3119,3,2,DETACHED,TENANT_OCCUPIED,FALSE,10,4.3,FALSE,FALSE,TRUE,FALSE,FALSE,Golden Retriever,781655.00,601874.35,390827.50,156331.00,300000.00,1000.00,X500,MODERATE,FALSE,"Jul 02, 2024","Jul 01, 2025",6,6,7,2
POL_ADMIN,POL000062,HOM000031,310 Cedar Lane,Unit 7,Columbus,OH,43514,US,1950,LUXURY,1962,3330,1,1,CARPORT,VACANT,FALSE,1,4.6,TRUE,FALSE,TRUE,FALSE,FALSE,Beagle,1153200.00,945624.00,576600.00,230640.00,500000.00,1500.00,X,HIGH,FALSE,"Jul 05, 2024","Jul 04, 2025",7,7,8,3
POL_ADMIN,POL000063,HOM000032,317 Lakeview Drive,,Grand Rapids,MI,48651,US,1957,ECONOMY,1972,3541,2,1,NONE,SEASONAL,FALSE,2,5.0,FALSE,FALSE,TRUE,FALSE,FALSE,Poodle,537945.00,468012.15,268972.50,107589.00,1000000.00,2500.00,X500,VERY_HIGH,FALSE,"Jul 08, 2024","Jul 07, 2025",8,8,9,4
POL_ADMIN,POL000064,HOM000033,324 Oak Street,,Spokane,WA,98788,US,1964,STANDARD,1982,3752,3,1,ATTACHED,OWNER_OCCUPIED,TRUE,3,5.3,FALSE,TRUE,TRUE,FALSE,FALSE,German Shepherd,694120.00,638590.40,347060.00,138824.00,100000.00,500.00,AE,HIGH,FALSE,"Jul 11, 2024","Jul 10, 2025",9,9,10,5
POL_ADMIN,POL000081,HOM000034,331 Industrial Drive,Suite 133,Orlando,FL,32026,US,1965,CUSTOM,1986,31659,2,4,NONE,OWNER_OCCUPIED,FALSE,4,5.7,TRUE,TRUE,TRUE,FALSE,FALSE,,7126775.00,6699168.50,1425355.00,712677.50,1000000.00,2500.00,X,MODERATE,FALSE,"Aug 31, 2024","Aug 30, 2025",7,1,3,8
POL_ADMIN,POL000082,HOM000035,338 Market Street,Suite 134,Cleveland,OH,43163,US,1970,ECONOMY,1994,32482,3,5,NONE,TENANT_OCCUPIED,FALSE,5,6.0,TRUE,TRUE,TRUE,FALSE,FALSE,,4067250.00,3985905.00,813450.00,406725.00,2000000.00,5000.00,VE,HIGH,FALSE,"Sep 03, 2024","Sep 02, 2025",8,2,4,9
POL_ADMIN,POL000083,HOM000036,345 Logistics Parkway,Suite 135,Lansing,MI,48300,US,1975,LUXURY,2002,4805,4,6,NONE,VACANT,FALSE,6,6.3,TRUE,TRUE,TRUE,FALSE,FALSE,,1452000.00,1481040.00,290400.00,145200.00,5000000.00,10000.00,X,VERY_HIGH,FALSE,"Sep 06, 2024","Sep 05, 2025",9,3,5,10
POL_ADMIN,POL000084,HOM000037,352 Commerce Way,Suite 136,Seattle,WA,98437,US,1980,STANDARD,2010,5628,5,1,NONE,OWNER_OCCUPIED,FALSE,7,0.4,TRUE,TRUE,TRUE,FALSE,FALSE,,942620.00,772948.40,188524.00,94262.00,500000.00,1000.00,X500,HIGH,FALSE,"Sep 09, 2024","Sep 08, 2025",1,4,6,11
POL_ADMIN,POL000085,HOM000038,359 Industrial Drive,Suite 137,Worcester,MA,01574,US,1985,CUSTOM,2018,6451,6,2,NONE,TENANT_OCCUPIED,FALSE,8,0.8,TRUE,TRUE,TRUE,FALSE,FALSE,,1468975.00,1263318.50,293795.00,146897.50,1000000.00,2500.00,AE,MODERATE,FALSE,"Sep 12, 2024","Sep 11, 2025",2,5,7,12
POL_ADMIN,POL000086,HOM000039,366 Market Street,Suite 138,Duluth,MN,55711,US,1990,ECONOMY,2024,7274,7,3,NONE,VACANT,FALSE,9,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,,930250.00,837225.00,186050.00,93025.00,2000000.00,5000.00,A,HIGH,FALSE,"Sep 15, 2024","Sep 14, 2025",3,6,8,13
POL_ADMIN,POL000087,HOM000040,373 Logistics Parkway,Suite 139,Buffalo,NY,10848,US,1995,LUXURY,2024,8097,8,4,NONE,OWNER_OCCUPIED,FALSE,10,1.4,TRUE,TRUE,TRUE,FALSE,FALSE,,2453600.00,2306384.00,490720.00,245360.00,5000000.00,10000.00,VE,VERY_HIGH,FALSE,"Sep 18, 2024","Sep 17, 2025",4,7,9,14
POL_ADMIN,POL000088,HOM000041,380 Commerce Way,Suite 100,Naperville,IL,60086,US,2000,STANDARD,2024,8920,1,5,NONE,TENANT_OCCUPIED,FALSE,1,1.8,TRUE,TRUE,TRUE,FALSE,FALSE,,1471800.00,1442364.00,294360.00,147180.00,500000.00,1000.00,X,LOW,FALSE,"Sep 21, 2024","Sep 20, 2025",5,8,10,1
POL_ADMIN,POL000089,HOM000042,387 Industrial Drive,Suite 101,Marietta,GA,30223,US,2005,CUSTOM,2024,9743,2,6,NONE,VACANT,FALSE,2,2.1,TRUE,TRUE,TRUE,FALSE,FALSE,,2195675.00,2239588.50,439135.00,219567.50,1000000.00,2500.00,X500,MODERATE,FALSE,"Sep 24, 2024","Sep 23, 2025",6,9,11,2
POL_ADMIN,POL000090,HOM000043,394 Market Street,Suite 102,Newark,NJ,07360,US,2010,ECONOMY,2024,10566,3,1,NONE,OWNER_OCCUPIED,FALSE,3,2.5,TRUE,TRUE,TRUE,FALSE,FALSE,,1327750.00,1088755.00,265550.00,132775.00,2000000.00,5000.00,AE,HIGH,FALSE,"Sep 27, 2024","Sep 26, 2025",7,10,12,3
POL_ADMIN,POL000091,HOM000044,401 Logistics Parkway,Suite 103,Mesa,AZ,85497,US,2015,LUXURY,2024,11389,4,2,NONE,TENANT_OCCUPIED,FALSE,4,2.8,TRUE,TRUE,TRUE,FALSE,FALSE,,3427200.00,2947392.00,685440.00,342720.00,5000000.00,10000.00,A,VERY_HIGH,FALSE,"Sep 30, 2024","Sep 29, 2025",8,11,1,4
POL_ADMIN,POL000092,HOM000045,408 Commerce Way,Suite 104,Knoxville,TN,37634,US,1965,STANDARD,2019,12212,5,3,NONE,VACANT,FALSE,5,3.2,TRUE,TRUE,TRUE,FALSE,FALSE,,2028980.00,1826082.00,405796.00,202898.00,500000.00,1000.00,VE,LOW,FALSE,"Oct 03, 2024","Oct 02, 2025",9,12,2,5
POL_ADMIN,POL000093,HOM000046,415 Industrial Drive,Suite 105,Milwaukee,WI,53771,US,1970,CUSTOM,1982,13035,6,4,NONE,OWNER_OCCUPIED,FALSE,6,3.5,TRUE,TRUE,TRUE,FALSE,FALSE,,2950375.00,2773352.50,590075.00,295037.50,1000000.00,2500.00,X,MODERATE,FALSE,"Oct 06, 2024","Oct 05, 2025",1,1,3,6
POL_ADMIN,POL000094,HOM000047,422 Market Street,Suite 106,Dallas,TX,75009,US,1975,ECONOMY,1990,13858,7,5,NONE,TENANT_OCCUPIED,FALSE,7,3.9,TRUE,TRUE,TRUE,FALSE,FALSE,,1753250.00,1718185.00,350650.00,175325.00,2000000.00,5000.00,A,HIGH,FALSE,"Oct 09, 2024","Oct 08, 2025",2,2,4,7
POL_ADMIN,POL000095,HOM000048,429 Logistics Parkway,Suite 107,Harrisburg,PA,15146,US,1980,LUXURY,1998,14681,8,6,NONE,VACANT,FALSE,8,4.3,TRUE,TRUE,TRUE,FALSE,FALSE,,4428800.00,4517376.00,885760.00,442880.00,5000000.00,10000.00,AE,VERY_HIGH,FALSE,"Oct 12, 2024","Oct 11, 2025",3,3,5,8
POL_ADMIN,POL000096,HOM000049,436 Commerce Way,Suite 108,Charlotte,NC,27283,US,1985,STANDARD,2006,15504,1,1,NONE,OWNER_OCCUPIED,FALSE,9,4.6,TRUE,TRUE,TRUE,FALSE,FALSE,,2558160.00,2097691.20,511632.00,255816.00,500000.00,1000.00,A,LOW,TRUE,"Oct 15, 2024","Oct 14, 2025",4,4,6,9
POL_ADMIN,POL000113,HOM000050,443 Maple Avenue,,Madison,WI,53420,US,2013,CUSTOM,2024,3139,2,2,DETACHED,TENANT_OCCUPIED,FALSE,10,5.0,FALSE,FALSE,TRUE,TRUE,FALSE,Poodle,772555.00,556239.60,386277.50,154511.00,300000.00,1000.00,VE,MODERATE,FALSE,"Dec 05, 2024","Dec 04, 2025",8,2,3,8
POL_ADMIN,POL000114,HOM000051,450 Cedar Lane,,Houston,TX,75557,US,1950,LUXURY,1977,3350,3,1,CARPORT,VACANT,FALSE,1,5.3,TRUE,FALSE,TRUE,FALSE,FALSE,German Shepherd,1146000.00,882420.00,573000.00,229200.00,500000.00,1500.00,AE,HIGH,FALSE,"Dec 08, 2024","Dec 07, 2025",9,3,4,9
POL_ADMIN,POL000115,HOM000052,457 Lakeview Drive,,Philadelphia,PA,15694,US,1957,ECONOMY,1987,3561,1,1,NONE,SEASONAL,FALSE,2,5.7,FALSE,FALSE,TRUE,FALSE,FALSE,Mixed Breed,526845.00,432012.90,263422.50,105369.00,1000000.00,2500.00,X500,VERY_HIGH,FALSE,"Dec 11, 2024","Dec 10, 2025",1,4,5,10
POL_ADMIN,POL000116,HOM000053,464 Oak Street,,Raleigh,NC,27831,US,1964,STANDARD,1997,3772,2,1,ATTACHED,OWNER_OCCUPIED,TRUE,3,6.0,FALSE,TRUE,TRUE,FALSE,TRUE,,711820.00,619283.40,355910.00,142364.00,100000.00,500.00,AE,LOW,TRUE,"Dec 14, 2024","Dec 13, 2025",2,5,6,11
POL_ADMIN,POL000117,HOM000054,471 Maple Avenue,,Arlington,VA,22069,US,1971,CUSTOM,2007,3983,3,2,DETACHED,TENANT_OCCUPIED,FALSE,4,6.3,FALSE,FALSE,TRUE,FALSE,FALSE,,993335.00,913868.20,496667.50,198667.00,300000.00,1000.00,A,MODERATE,FALSE,"Dec 17, 2024","Dec 16, 2025",3,6,7,12
POL_ADMIN,POL000118,HOM000055,478 Cedar Lane,Unit 7,Denver,CO,80206,US,1978,LUXURY,2017,4194,1,1,CARPORT,VACANT,FALSE,5,0.4,FALSE,FALSE,TRUE,FALSE,FALSE,,1446960.00,1403551.20,723480.00,289392.00,500000.00,1500.00,VE,HIGH,FALSE,"Dec 20, 2024","Dec 19, 2025",4,7,8,13
POL_ADMIN,POL000119,HOM000056,485 Lakeview Drive,,Saint Louis,MO,63343,US,1985,ECONOMY,2024,4405,2,1,NONE,SEASONAL,FALSE,6,0.8,TRUE,FALSE,TRUE,FALSE,FALSE,Labrador Retriever,663225.00,676489.50,331612.50,132645.00,1000000.00,2500.00,X,VERY_HIGH,FALSE,"Dec 23, 2024","Dec 22, 2025",5,8,9,14
POL_ADMIN,POL000120,HOM000057,492 Oak Street,,Sacramento,CA,90480,US,1992,STANDARD,2024,4616,3,1,ATTACHED,OWNER_OCCUPIED,TRUE,7,1.1,FALSE,TRUE,TRUE,TRUE,FALSE,Golden Retriever,853960.00,614851.20,426980.00,170792.00,100000.00,500.00,X500,HIGH,FALSE,"Dec 26, 2024","Dec 25, 2025",6,9,10,1
POL_ADMIN,POL000121,HOM000058,499 Maple Avenue,,Orlando,FL,32617,US,1999,CUSTOM,2024,4827,1,2,DETACHED,TENANT_OCCUPIED,FALSE,8,1.4,FALSE,FALSE,TRUE,FALSE,FALSE,Beagle,1186115.00,913308.55,593057.50,237223.00,300000.00,1000.00,VE,MODERATE,FALSE,"Dec 29, 2024","Dec 28, 2025",7,10,11,2
POL_ADMIN,POL000122,HOM000059,506 Cedar Lane,,Cleveland,OH,43754,US,2006,LUXURY,2024,5038,2,1,CARPORT,VACANT,FALSE,9,1.8,FALSE,FALSE,TRUE,FALSE,FALSE,Poodle,1719920.00,1410334.40,859960.00,343984.00,500000.00,1500.00,A,HIGH,FALSE,"Jan 01, 2025","Dec 31, 2025",8,11,12,3
POL_ADMIN,POL000123,HOM000060,513 Lakeview Drive,,Lansing,MI,48891,US,2013,ECONOMY,2024,5249,3,1,NONE,SEASONAL,FALSE,10,2.1,FALSE,FALSE,TRUE,FALSE,FALSE,German Shepherd,771605.00,671296.35,385802.50,154321.00,1000000.00,2500.00,VE,VERY_HIGH,FALSE,"Jan 04, 2025","Jan 03, 2026",9,12,1,4
POL_ADMIN,POL000124,HOM000061,520 Oak Street,Unit 1,Seattle,WA,98129,US,1950,STANDARD,1962,1260,1,1,ATTACHED,OWNER_OCCUPIED,TRUE,1,2.5,TRUE,TRUE,TRUE,FALSE,FALSE,Mixed Breed,247100.00,227332.00,123550.00,49420.00,100000.00,500.00,X,HIGH,FALSE,"Jan 07, 2025","Jan 06, 2026",1,1,2,5
POL_ADMIN,POL000125,HOM000062,527 Maple Avenue,,Worcester,MA,01266,US,1957,CUSTOM,1972,1471,2,2,DETACHED,TENANT_OCCUPIED,FALSE,2,2.8,FALSE,FALSE,TRUE,FALSE,FALSE,,377895.00,366558.15,188947.50,75579.00,300000.00,1000.00,X500,MODERATE,FALSE,"Jan 10, 2025","Jan 09, 2026",2,2,3,6
POL_ADMIN,POL000126,HOM000063,534 Cedar Lane,,Duluth,MN,55403,US,1964,LUXURY,1982,1682,3,1,CARPORT,VACANT,FALSE,3,3.2,FALSE,FALSE,TRUE,FALSE,FALSE,,592880.00,604737.60,296440.00,118576.00,500000.00,1500.00,AE,HIGH,FALSE,"Jan 13, 2025","Jan 12, 2026",3,3,4,7
POL_ADMIN,POL000127,HOM000064,541 Lakeview Drive,,Buffalo,NY,10540,US,1971,ECONOMY,1992,1893,1,1,NONE,SEASONAL,FALSE,4,3.5,FALSE,FALSE,TRUE,TRUE,FALSE,,298985.00,215269.20,149492.50,59797.00,1000000.00,2500.00,A,VERY_HIGH,FALSE,"Jan 16, 2025","Jan 15, 2026",4,4,5,8
POL_ADMIN,POL000128,HOM000065,548 Oak Street,,Naperville,IL,60677,US,1978,STANDARD,2002,2104,2,1,ATTACHED,OWNER_OCCUPIED,TRUE,5,3.9,FALSE,TRUE,TRUE,FALSE,FALSE,Labrador Retriever,389240.00,299714.80,194620.00,77848.00,100000.00,500.00,VE,LOW,FALSE,"Jan 19, 2025","Jan 18, 2026",5,5,6,9
POL_ADMIN,POL000144,HOM000066,555 Industrial Drive,Suite 125,Spokane,WA,98814,US,2015,CUSTOM,2024,29495,2,6,NONE,VACANT,FALSE,6,4.3,TRUE,TRUE,TRUE,FALSE,FALSE,,6639875.00,6772672.50,1327975.00,663987.50,1000000.00,2500.00,X,VERY_HIGH,FALSE,"Mar 08, 2025","Mar 07, 2026",3,9,11,12
POL_ADMIN,POL000145,HOM000067,562 Market Street,Suite 126,Boston,MA,01052,US,1965,ECONOMY,1995,30318,3,1,NONE,OWNER_OCCUPIED,FALSE,7,4.6,TRUE,TRUE,TRUE,FALSE,FALSE,,3796750.00,3113335.00,759350.00,379675.00,2000000.00,5000.00,X500,HIGH,FALSE,"Mar 11, 2025","Mar 10, 2026",4,10,12,13
POL_ADMIN,POL000146,HOM000068,569 Logistics Parkway,Suite 127,Saint Paul,MN,55189,US,1970,LUXURY,2003,31141,4,2,NONE,TENANT_OCCUPIED,FALSE,8,5.0,TRUE,TRUE,TRUE,FALSE,FALSE,,9352800.00,8043408.00,1870560.00,935280.00,5000000.00,10000.00,AE,VERY_HIGH,FALSE,"Mar 14, 2025","Mar 13, 2026",5,11,1,14
