PublisherID,Gold_LineOfCoverageId,AssetId,CoverageTrigger,ClaimsMadeRetroDate,LimitAmount,LimitType,AggregateLimit,SublimitAmount,PerRiskLimit,DeductibleAmount,DeductibleType,Rate,ExposureBase,ExposureUnit,ManualPremium,TechnicalPremium,WrittenPremium,EarnedPremium,FullyEarnedFlag,DiscountAmount,SurchargeAmount,ValuationMethod,BlanketIndicator,PrimaryExcessIndicator,QuotaSharePercent,EndorsementIndicator,EndorsementEffectiveDate,OriginalEffectiveDate,UnderwriterNotes,RiskScore,LossHistoryIndicator,EffectiveFrom,EffectiveTo,ActiveFlag,FID_Coverage,FID_CoverageStatus,FID_Policy
POL_ADMIN,LOC000016,AST-POL000009-01,CLAIMS_MADE,"Jan 28, 2023",600000.00,COMBINED_SINGLE_LIMIT,900000.00,120000.00,600000.00,0.00,FLAT,0.0052,838728.00,SALES,4361.39,4692.85,4823.69,2653.03,FALSE,218.07,348.91,STATED_AMOUNT,FALSE,PRIMARY,100.00,FALSE,,"Jan 28, 2024","Generated from ACTIVE policy status, Hired and Non-Owned Liability Core Liability Coverage selected for sample policy coverage.",88,TRUE,"Jan 28, 2024","Jan 27, 2025",TRUE,COV017,ACTIVE,POL000009
POL_ADMIN,LOC000017,AST-POL000009-02,OCCURRENCE,,130000.00,PER_OCCURRENCE,260000.00,13000.00,130000.00,1000.00,FLAT,415.0000,26.00,VEHICLE,10790.00,10272.08,9732.58,6131.53,FALSE,539.50,0.00,ACTUAL_CASH_VALUE,FALSE,EXCESS,50.00,TRUE,"Mar 22, 2024","Jan 28, 2024","Generated from ACTIVE policy status, Hired and Non-Owned Liability Vehicle Damage Coverage selected for sample policy coverage.",26,FALSE,"Jan 28, 2024","Jan 27, 2025",TRUE,COV018,ENDORSED,POL000009
POL_ADMIN,LOC000018,AST-POL000009-03,OCCURRENCE,,900000.00,COMBINED_SINGLE_LIMIT,1350000.00,135000.00,900000.00,0.00,FLAT,0.0066,888728.00,SALES,5865.60,5713.10,5419.82,3848.07,FALSE,293.28,0.00,STATED_AMOUNT,FALSE,UMBRELLA,25.00,FALSE,,"Jan 28, 2024","Generated from ACTIVE policy status, Hired and Non-Owned Liability Core Liability Coverage selected for sample policy coverage.",37,FALSE,"Jan 28, 2024","Jan 27, 2025",TRUE,COV019,ACTIVE,POL000009
POL_ADMIN,LOC000019,AST-POL000010-01,OCCURRENCE,,1300000.00,COMBINED_SINGLE_LIMIT,1950000.00,130000.00,1300000.00,0.00,FLAT,0.0059,912319.00,SALES,5382.68,5188.91,4919.77,3099.46,FALSE,269.13,0.00,STATED_AMOUNT,FALSE,PRIMARY,100.00,TRUE,"Mar 25, 2024","Jan 31, 2024","Generated from ACTIVE policy status, Hired and Non-Owned Liability Core Liability Coverage selected for sample policy coverage.",32,FALSE,"Jan 31, 2024","Jan 30, 2025",TRUE,COV019,ENDORSED,POL000010
POL_ADMIN,LOC000020,AST-POL000011-01,OCCURRENCE,,450000.00,COMBINED_SINGLE_LIMIT,675000.00,67500.00,450000.00,0.00,FLAT,0.0066,985910.00,SALES,6507.01,6493.99,6396.39,4541.43,FALSE,97.61,0.00,STATED_AMOUNT,FALSE,PRIMARY,100.00,FALSE,,"Feb 03, 2024","Generated from ISSUED policy status, Hired and Non-Owned Excess Liability Core Liability Coverage selected for sample policy coverage.",49,FALSE,"Feb 03, 2024","Feb 02, 2025",TRUE,COV021,ACTIVE,POL000011
POL_ADMIN,LOC000021,AST-POL000011-02,OCCURRENCE,,100000.00,PER_OCCURRENCE,200000.00,20000.00,100000.00,1000.00,FLAT,525.0000,2.00,VEHICLE,1050.00,1071.00,1055.25,833.65,FALSE,15.75,0.00,ACTUAL_CASH_VALUE,FALSE,EXCESS,50.00,TRUE,"Mar 30, 2024","Feb 03, 2024","Generated from ISSUED policy status, Hired and Non-Owned Excess Liability Vehicle Damage Coverage selected for sample policy coverage.",60,FALSE,"Feb 03, 2024","Feb 02, 2025",TRUE,COV022,ACTIVE,POL000011
POL_ADMIN,LOC000022,AST-POL000012-01,OCCURRENCE,,1000000.00,COMBINED_SINGLE_LIMIT,1500000.00,200000.00,1000000.00,0.00,FLAT,0.0073,1059501.00,SALES,7734.36,7981.86,7865.84,1179.88,FALSE,116.02,0.00,STATED_AMOUNT,FALSE,PRIMARY,100.00,TRUE,"Apr 02, 2024","Feb 06, 2024","Generated from BOUND policy status, Hired and Non-Owned Excess Liability Core Liability Coverage selected for sample policy coverage.",66,FALSE,"Feb 06, 2024","Feb 05, 2025",TRUE,COV023,BOUND,POL000012
POL_ADMIN,LOC000023,AST-POL000012-02,OCCURRENCE,,275000.00,PER_OCCURRENCE,550000.00,27500.00,275000.00,500.00,FLAT,580.0000,5.00,VEHICLE,2900.00,3056.60,3245.10,486.77,FALSE,43.50,232.00,ACTUAL_CASH_VALUE,FALSE,EXCESS,50.00,FALSE,,"Feb 06, 2024","Generated from BOUND policy status, Hired and Non-Owned Excess Liability Vehicle Damage Coverage selected for sample policy coverage.",77,TRUE,"Feb 06, 2024","Feb 05, 2025",TRUE,COV024,BOUND,POL000012
POL_ADMIN,LOC000024,AST-POL000012-03,OCCURRENCE,,600000.00,COMBINED_SINGLE_LIMIT,900000.00,90000.00,600000.00,0.00,FLAT,0.0087,1109501.00,SALES,9652.66,10386.26,11013.68,1652.05,FALSE,144.79,772.21,STATED_AMOUNT,FALSE,UMBRELLA,25.00,FALSE,,"Feb 06, 2024","Generated from BOUND policy status, Trucking Liability Core Liability Coverage selected for sample policy coverage.",88,TRUE,"Feb 06, 2024","Feb 05, 2025",TRUE,COV025,BOUND,POL000012
POL_ADMIN,LOC000025,AST-POL000013-01,CLAIMS_MADE,"Feb 09, 2023",550000.00,COMBINED_SINGLE_LIMIT,825000.00,55000.00,550000.00,0.00,FLAT,0.0080,1133092.00,SALES,9064.74,9663.01,10252.22,5638.72,FALSE,135.97,725.18,STATED_AMOUNT,FALSE,PRIMARY,100.00,FALSE,,"Feb 09, 2024","Generated from REINSTATED policy status, Trucking Liability Core Liability Coverage selected for sample policy coverage.",83,TRUE,"Feb 09, 2024","Feb 08, 2025",TRUE,COV025,REINSTATED,POL000013
POL_ADMIN,LOC000026,AST-POL000014-01,OCCURRENCE,,1200000.00,COMBINED_SINGLE_LIMIT,1800000.00,180000.00,1200000.00,0.00,FLAT,0.0087,1206683.00,SALES,10498.14,10015.23,9490.32,474.52,FALSE,524.91,0.00,STATED_AMOUNT,FALSE,PRIMARY,100.00,FALSE,,"Feb 12, 2024","Generated from APPLICATION policy status, Trucking Liability Core Liability Coverage selected for sample policy coverage.",27,FALSE,"Feb 12, 2024","Feb 11, 2025",TRUE,COV027,UW_REVIEW,POL000014
POL_ADMIN,LOC000027,AST-POL000014-02,OCCURRENCE,,325000.00,PER_OCCURRENCE,650000.00,65000.00,325000.00,500.00,FLAT,690.0000,11.00,VEHICLE,7590.00,7407.84,7028.34,0.00,FALSE,379.50,0.00,ACTUAL_CASH_VALUE,FALSE,EXCESS,50.00,FALSE,,"Feb 12, 2024","Generated from APPLICATION policy status, Trucking Liability Vehicle Damage Coverage selected for sample policy coverage.",38,FALSE,"Feb 12, 2024","Feb 11, 2025",TRUE,COV028,REQUESTED,POL000014
POL_ADMIN,LOC000028,AST-POL000015-01,OCCURRENCE,,650000.00,COMBINED_SINGLE_LIMIT,975000.00,130000.00,650000.00,0.00,FLAT,0.0045,1280274.00,SALES,5761.23,5692.10,5605.68,5605.68,TRUE,86.42,0.00,STATED_AMOUNT,FALSE,PRIMARY,100.00,FALSE,,"Feb 15, 2024","Generated from CANCELLED policy status, Truckers Cargo Coverage Core Liability Coverage selected for sample policy coverage.",44,FALSE,"Feb 15, 2024","Apr 30, 2024",FALSE,COV029,CANCELLED,POL000015
POL_ADMIN,LOC000029,AST-POL000015-02,OCCURRENCE,,90000.00,PER_OCCURRENCE,180000.00,9000.00,90000.00,1000.00,FLAT,745.0000,14.00,VEHICLE,10430.00,10534.30,10377.85,10377.85,TRUE,156.45,0.00,ACTUAL_CASH_VALUE,FALSE,EXCESS,50.00,FALSE,,"Feb 15, 2024","Generated from CANCELLED policy status, Truckers Cargo Coverage Vehicle Damage Coverage selected for sample policy coverage.",55,FALSE,"Feb 15, 2024","Apr 30, 2024",FALSE,COV030,CANCELLED,POL000015
POL_ADMIN,LOC000030,AST-POL000015-03,CLAIMS_MADE,"Feb 15, 2023",1000000.00,COMBINED_SINGLE_LIMIT,1500000.00,150000.00,1000000.00,0.00,FLAT,0.0059,1330274.00,SALES,7848.62,8099.77,7982.04,7982.04,TRUE,117.73,0.00,STATED_AMOUNT,FALSE,UMBRELLA,25.00,FALSE,,"Feb 15, 2024","Generated from CANCELLED policy status, Truckers Cargo Coverage Core Liability Coverage selected for sample policy coverage.",66,FALSE,"Feb 15, 2024","Apr 30, 2024",FALSE,COV031,CANCELLED,POL000015
POL_ADMIN,LOC000031,AST-POL000016-01,OCCURRENCE,,900000.00,COMBINED_SINGLE_LIMIT,1350000.00,90000.00,900000.00,0.00,FLAT,0.0052,1353865.00,SALES,7040.10,7194.98,7089.38,5600.61,FALSE,105.60,0.00,STATED_AMOUNT,FALSE,PRIMARY,100.00,TRUE,"Apr 18, 2024","Feb 18, 2024","Generated from ACTIVE policy status, Truckers Cargo Coverage Core Liability Coverage selected for sample policy coverage.",61,FALSE,"Feb 18, 2024","Feb 17, 2025",TRUE,COV031,ENDORSED,POL000016
POL_ADMIN,LOC000032,AST-POL000017-01,OCCURRENCE,,500000.00,PER_OCCURRENCE,1000000.00,75000.00,250000.00,2500.00,FLAT,0.0056,500000.00,INSURED_VALUE,2800.00,2956.80,3138.80,1726.34,FALSE,42.00,224.00,AGREED_VALUE,TRUE,PRIMARY,100.00,FALSE,,"Feb 21, 2024","Generated from ACTIVE policy status, Building Basic Perils Covered Property Coverage selected for sample policy coverage.",78,TRUE,"Feb 21, 2024","Feb 20, 2025",TRUE,COV033,ACTIVE,POL000017
POL_ADMIN,LOC000033,AST-POL000017-02,OCCURRENCE,,110000.00,AGGREGATE,110000.00,22000.00,110000.00,0.00,FRANCHISE,0.0035,738808.00,GROSS_EARNINGS,2585.83,2787.52,2955.60,1862.03,FALSE,38.79,206.87,ACTUAL_CASH_VALUE,FALSE,EXCESS,50.00,TRUE,"Apr 23, 2024","Feb 21, 2024","Generated from ACTIVE policy status, Building Basic Perils Income Protection Coverage selected for sample policy coverage.",89,TRUE,"Feb 21, 2024","Feb 20, 2025",TRUE,COV034,ENDORSED,POL000017
POL_ADMIN,LOC000034,AST-POL000018-01,OCCURRENCE,,1100000.00,PER_OCCURRENCE,2200000.00,220000.00,550000.00,1000.00,FLAT,0.0062,1100000.00,INSURED_VALUE,6820.00,7433.80,7638.40,4812.19,FALSE,341.00,545.60,REPLACEMENT_COST,TRUE,PRIMARY,100.00,TRUE,"Apr 26, 2024","Feb 24, 2024","Generated from ACTIVE policy status, Building Basic Perils Covered Property Coverage selected for sample policy coverage.",95,TRUE,"Feb 24, 2024","Feb 23, 2025",TRUE,COV035,ENDORSED,POL000018
POL_ADMIN,LOC000035,AST-POL000018-02,OCCURRENCE,,300000.00,AGGREGATE,300000.00,30000.00,300000.00,0.00,FRANCHISE,0.0040,780921.00,GROSS_EARNINGS,3123.68,3017.48,2861.29,2031.52,FALSE,156.18,0.00,REPLACEMENT_COST,FALSE,EXCESS,50.00,FALSE,,"Feb 24, 2024","Generated from ACTIVE policy status, Building Basic Perils Income Protection Coverage selected for sample policy coverage.",33,FALSE,"Feb 24, 2024","Feb 23, 2025",TRUE,COV036,ACTIVE,POL000018
POL_ADMIN,LOC000036,AST-POL000018-03,OCCURRENCE,,650000.00,PER_OCCURRENCE,1300000.00,97500.00,325000.00,2500.00,FLAT,0.0038,650000.00,INSURED_VALUE,2470.00,2440.36,2316.86,1830.32,FALSE,123.50,0.00,REPLACEMENT_COST,FALSE,UMBRELLA,25.00,TRUE,"Apr 28, 2024","Feb 24, 2024","Generated from ACTIVE policy status, Building Special Perils Covered Property Coverage selected for sample policy coverage.",44,FALSE,"Feb 24, 2024","Feb 23, 2025",TRUE,COV037,ENDORSED,POL000018
POL_ADMIN,LOC000037,AST-POL000019-01,OCCURRENCE,,600000.00,PER_OCCURRENCE,1200000.00,60000.00,300000.00,2500.00,FLAT,0.0032,600000.00,INSURED_VALUE,1920.00,1877.76,1848.96,1312.76,FALSE,28.80,0.00,REPLACEMENT_COST,TRUE,PRIMARY,100.00,FALSE,,"Feb 27, 2024","Generated from ISSUED policy status, Building Special Perils Covered Property Coverage selected for sample policy coverage.",39,FALSE,"Feb 27, 2024","Feb 26, 2025",TRUE,COV037,ACTIVE,POL000019
POL_ADMIN,LOC000038,AST-POL000020-01,OCCURRENCE,,1300000.00,PER_OCCURRENCE,2600000.00,195000.00,650000.00,1000.00,FLAT,0.0038,1300000.00,INSURED_VALUE,4940.00,4999.28,4925.18,738.78,FALSE,74.10,0.00,REPLACEMENT_COST,TRUE,PRIMARY,100.00,FALSE,,"Mar 01, 2024","Generated from BOUND policy status, Building Special Perils Covered Property Coverage selected for sample policy coverage.",56,FALSE,"Mar 01, 2024","Feb 28, 2025",TRUE,COV039,BOUND,POL000020
POL_ADMIN,LOC000039,AST-POL000020-02,DISCOVERY,,225000.00,AGGREGATE,225000.00,45000.00,225000.00,0.00,FRANCHISE,0.0025,865147.00,GROSS_EARNINGS,2162.87,2236.40,2203.96,330.59,FALSE,32.44,0.00,STATED_AMOUNT,FALSE,EXCESS,50.00,FALSE,,"Mar 01, 2024","Generated from BOUND policy status, Building Special Perils Income Protection Coverage selected for sample policy coverage.",67,FALSE,"Mar 01, 2024","Feb 28, 2025",TRUE,COV040,BOUND,POL000020
POL_ADMIN,LOC000040,AST-POL000021-01,OCCURRENCE,,450000.00,PER_OCCURRENCE,900000.00,90000.00,225000.00,2500.00,FLAT,0.0044,450000.00,INSURED_VALUE,1980.00,2071.08,2041.38,1122.76,FALSE,29.70,0.00,AGREED_VALUE,TRUE,PRIMARY,100.00,FALSE,,"Mar 04, 2024","Generated from REINSTATED policy status, Business Contents Coverage Covered Property Coverage selected for sample policy coverage.",73,TRUE,"Mar 04, 2024","Mar 03, 2025",TRUE,COV041,REINSTATED,POL000021
POL_ADMIN,LOC000041,AST-POL000021-02,OCCURRENCE,,100000.00,AGGREGATE,100000.00,10000.00,100000.00,0.00,FRANCHISE,0.0030,907260.00,GROSS_EARNINGS,2721.78,2906.86,3083.78,1942.78,FALSE,40.83,217.74,ACTUAL_CASH_VALUE,FALSE,EXCESS,50.00,FALSE,,"Mar 04, 2024","Generated from REINSTATED policy status, Business Contents Coverage Income Protection Coverage selected for sample policy coverage.",84,TRUE,"Mar 04, 2024","Mar 03, 2025",TRUE,COV042,ACTIVE,POL000021
POL_ADMIN,LOC000042,AST-POL000021-03,OCCURRENCE,,1100000.00,PER_OCCURRENCE,2200000.00,165000.00,550000.00,1000.00,FLAT,0.0056,1100000.00,INSURED_VALUE,6160.00,6714.40,7114.80,5051.51,FALSE,92.40,492.80,AGREED_VALUE,FALSE,UMBRELLA,25.00,TRUE,"May 10, 2024","Mar 04, 2024","Generated from REINSTATED policy status, Business Contents Coverage Covered Property Coverage selected for sample policy coverage.",95,TRUE,"Mar 04, 2024","Mar 03, 2025",TRUE,COV043,REINSTATED,POL000021
POL_ADMIN,LOC000043,AST-POL000022-01,OCCURRENCE,,1000000.00,PER_OCCURRENCE,2000000.00,100000.00,500000.00,1000.00,FLAT,0.0050,1000000.00,INSURED_VALUE,5000.00,5400.00,5550.00,277.50,FALSE,250.00,400.00,REPLACEMENT_COST,TRUE,PRIMARY,100.00,FALSE,,"Mar 07, 2024","Generated from APPLICATION policy status, Business Contents Coverage Covered Property Coverage selected for sample policy coverage.",90,TRUE,"Mar 07, 2024","Mar 06, 2025",TRUE,COV043,UW_REVIEW,POL000022
POL_ADMIN,LOC000044,AST-POL000023-01,OCCURRENCE,,550000.00,PER_OCCURRENCE,1100000.00,82500.00,275000.00,2500.00,FLAT,0.0056,550000.00,INSURED_VALUE,3080.00,2981.44,2827.44,2827.44,TRUE,154.00,0.00,REPLACEMENT_COST,TRUE,PRIMARY,100.00,TRUE,"May 16, 2024","Mar 10, 2024","Generated from CANCELLED policy status, Business Equipment Coverage Covered Property Coverage selected for sample policy coverage.",34,FALSE,"Mar 10, 2024","Jun 01, 2024",FALSE,COV045,CANCELLED,POL000023
POL_ADMIN,LOC000045,AST-POL000023-02,OCCURRENCE,,120000.00,AGGREGATE,120000.00,24000.00,120000.00,0.00,FRANCHISE,0.0040,991486.00,GROSS_EARNINGS,3965.94,3926.28,3727.99,3727.99,TRUE,198.30,0.00,AGREED_VALUE,FALSE,EXCESS,50.00,FALSE,,"Mar 10, 2024","Generated from CANCELLED policy status, Business Equipment Coverage Income Protection Coverage selected for sample policy coverage.",45,FALSE,"Mar 10, 2024","Jun 01, 2024",FALSE,COV046,CANCELLED,POL000023
POL_ADMIN,LOC000046,AST-POL000024-01,OCCURRENCE,,1200000.00,PER_OCCURRENCE,2400000.00,240000.00,600000.00,1000.00,FLAT,0.0062,1200000.00,INSURED_VALUE,7440.00,7454.88,7343.28,7343.28,TRUE,111.60,0.00,REPLACEMENT_COST,TRUE,PRIMARY,100.00,FALSE,,"Mar 13, 2024","Generated from NON_RENEWED policy status, Business Equipment Coverage Covered Property Coverage selected for sample policy coverage.",51,FALSE,"Mar 13, 2024","Jun 05, 2024",FALSE,COV047,NON_RENEWED,POL000024
POL_ADMIN,LOC000047,AST-POL000024-02,OCCURRENCE,,325000.00,AGGREGATE,325000.00,32500.00,325000.00,0.00,FRANCHISE,0.0045,83599.00,GROSS_EARNINGS,376.20,385.22,379.58,379.58,TRUE,5.64,0.00,STATED_AMOUNT,FALSE,EXCESS,50.00,FALSE,,"Mar 13, 2024","Generated from NON_RENEWED policy status, Business Equipment Coverage Income Protection Coverage selected for sample policy coverage.",62,FALSE,"Mar 13, 2024","Jun 05, 2024",FALSE,COV048,NON_RENEWED,POL000024
POL_ADMIN,LOC000048,AST-POL000024-03,OCCURRENCE,,450000.00,PER_OCCURRENCE,900000.00,67500.00,225000.00,2500.00,FLAT,0.0038,450000.00,INSURED_VALUE,1710.00,1788.66,1763.01,1763.01,TRUE,25.65,0.00,REPLACEMENT_COST,FALSE,UMBRELLA,25.00,FALSE,,"Mar 13, 2024","Generated from NON_RENEWED policy status, Business Income Coverage Covered Property Coverage selected for sample policy coverage.",73,TRUE,"Mar 13, 2024","Jun 05, 2024",FALSE,COV049,NON_RENEWED,POL000024
