PublisherID,Gold_PolicyID,PolicyNumber,PolicyVersion,EffectiveDate,ExpirationDate,IssueDate,CancelDate,CancellationReason,JurisdictionState,CurrencyCode,WrittenPremium,TotalPremium,LastPremiumPaidDate,LastPremiumPaidAmount,OutstandingPremiumAmount,PaymentDueDate,AutoPayIndicator,GracePeriodEndDate,PolicyLapseIndicator,ReinstatementDate,FID_DistributionChannel,FID_PaymentPlan,FID_PaymentStatus,FID_PolicyStatus
POL_ADMIN,POL000011,PNC-2024-100011,1,"Feb 03, 2024","Feb 02, 2025","Jan 21, 2024",,,AZ,USD,2157,2157,,0,2157,"Jul 17, 2024",FALSE,,FALSE,,EMBEDDED_PARTNER,MORTGAGE_ESCROW,SCHEDULED,ISSUED
POL_ADMIN,POL000012,PNC-2024-100012,1,"Feb 06, 2024","Feb 05, 2025","Jan 23, 2024",,,TN,USD,2294,2318,,0,2318,"Feb 21, 2024",FALSE,"Mar 02, 2024",FALSE,,WHOLESALE_BROKER,SEMI_ANNUAL,AUTHORIZED,BOUND
POL_ADMIN,POL000013,PNC-2024-100013,1,"Feb 09, 2024","Feb 08, 2025","Jan 25, 2024",,,WI,USD,2625,2625,"Jan 30, 2024",1313,1312,"Mar 25, 2024",FALSE,,FALSE,"May 07, 2024",CAPTIVE_AGENT,MORTGAGE_ESCROW,PARTIALLY_PAID,REINSTATED
POL_ADMIN,POL000014,PNC-2024-100014,1,"Feb 12, 2024","Feb 11, 2025","Jan 27, 2024",,,TX,USD,3898,3922,,0,3922,"Apr 27, 2024",TRUE,"May 07, 2024",FALSE,,MARKETPLACE,SEMI_ANNUAL,PROCESSING,APPLICATION
POL_ADMIN,POL000015,PNC-2024-100015,1,"Feb 15, 2024","Feb 14, 2025","Jan 29, 2024","Apr 30, 2024",Underwriting eligibility change,PA,USD,4577,4577,"Feb 05, 2024",0,0,"May 30, 2024",FALSE,,FALSE,,BANCASSURANCE,MORTGAGE_ESCROW,CANCELLED,CANCELLED
POL_ADMIN,POL000016,PNC-2024-100016,1,"Feb 18, 2024","Feb 17, 2025","Jan 31, 2024",,,NC,USD,3069,3093,"Feb 08, 2024",3093,0,"Jul 02, 2024",FALSE,"Jul 12, 2024",FALSE,,INDEPENDENT_AGENT,SEMI_ANNUAL,PAID,ACTIVE
POL_ADMIN,POL000017,PNC-2024-100017,2,"Feb 21, 2024","Feb 20, 2025","Feb 02, 2024",,,VA,USD,3217,3217,"Feb 11, 2024",2091,1126,"Aug 04, 2024",FALSE,,FALSE,,DIRECT_ONLINE,MORTGAGE_ESCROW,PARTIALLY_PAID,ACTIVE
POL_ADMIN,POL000018,PNC-2024-100018,1,"Feb 24, 2024","Feb 23, 2025","Feb 04, 2024",,,CO,USD,3365,3389,,0,3389,"Mar 10, 2024",TRUE,"Mar 20, 2024",FALSE,,EMBEDDED_PARTNER,SEMI_ANNUAL,SCHEDULED,ACTIVE
POL_ADMIN,POL000019,PNC-2024-100019,1,"Feb 27, 2024","Feb 26, 2025","Feb 06, 2024",,,MO,USD,3253,3253,"Feb 17, 2024",1627,1626,"Apr 12, 2024",FALSE,,FALSE,,WHOLESALE_BROKER,MORTGAGE_ESCROW,PARTIALLY_PAID,ISSUED
POL_ADMIN,POL000020,PNC-2024-100020,1,"Mar 01, 2024","Feb 28, 2025","Feb 08, 2024",,,CA,USD,7967,7991,,0,7991,"May 15, 2024",FALSE,"May 25, 2024",FALSE,,CAPTIVE_AGENT,SEMI_ANNUAL,SCHEDULED,BOUND
POL_ADMIN,POL000021,PNC-2024-100021,1,"Mar 04, 2024","Mar 03, 2025","Feb 10, 2024",,,FL,USD,6285,6285,"Feb 23, 2024",2200,4085,"Jun 17, 2024",FALSE,,FALSE,"Jun 08, 2024",MARKETPLACE,MORTGAGE_ESCROW,PARTIALLY_PAID,REINSTATED
POL_ADMIN,POL000022,PNC-2024-100022,1,"Mar 07, 2024","Mar 06, 2025","Feb 12, 2024",,,OH,USD,3371,3395,,0,3395,"Jul 20, 2024",TRUE,"Jul 30, 2024",FALSE,,BANCASSURANCE,QUARTERLY,SCHEDULED,APPLICATION
POL_ADMIN,POL000023,PNC-2024-100023,1,"Mar 10, 2024","Mar 09, 2025","Feb 14, 2024","Jun 01, 2024",Underwriting eligibility change,MI,USD,2737,2737,"Feb 29, 2024",0,0,"Aug 22, 2024",TRUE,"Aug 29, 2024",FALSE,,INDEPENDENT_AGENT,PAYROLL_DEDUCT,VOIDED,CANCELLED
POL_ADMIN,POL000024,PNC-2024-100024,1,"Mar 13, 2024","Mar 12, 2025","Feb 16, 2024","Jun 05, 2024",Non-renewed due to underwriting guidelines,WA,USD,2835,2859,"Mar 03, 2024",2859,0,"Mar 28, 2024",FALSE,"Apr 07, 2024",FALSE,,DIRECT_ONLINE,QUARTERLY,PAID,NON_RENEWED
POL_ADMIN,POL000025,PNC-2024-100025,1,"Mar 16, 2024","Mar 15, 2025","Feb 18, 2024",,,MA,USD,10342,10342,"Mar 06, 2024",5171,5171,"Apr 30, 2024",TRUE,"May 07, 2024",FALSE,,AFFINITY_GROUP,PAYROLL_DEDUCT,PARTIALLY_PAID,ACTIVE
POL_ADMIN,POL000026,PNC-2024-100026,1,"Mar 19, 2024","Mar 18, 2025","Feb 20, 2024",,,MN,USD,4549,4573,,0,4573,"Jun 02, 2024",TRUE,"Jun 12, 2024",FALSE,,BROKER,QUARTERLY,SCHEDULED,ACTIVE
POL_ADMIN,POL000027,PNC-2024-100027,1,"Mar 22, 2024","Mar 21, 2025","Feb 22, 2024",,,NY,USD,4349,4349,"Mar 12, 2024",4349,0,"Jul 05, 2024",TRUE,"Jul 12, 2024",FALSE,,CAPTIVE_AGENT,PAYROLL_DEDUCT,PAID,ISSUED
POL_ADMIN,POL000028,PNC-2024-100028,1,"Mar 25, 2024","Mar 24, 2025","Mar 23, 2024",,,IL,USD,7402,7426,,0,7426,"Aug 07, 2024",FALSE,"Aug 17, 2024",FALSE,,MARKETPLACE,QUARTERLY,PROCESSING,BOUND
POL_ADMIN,POL000029,PNC-2024-100029,1,"Mar 28, 2024","Mar 27, 2025","Mar 25, 2024",,,GA,USD,4993,4993,"Mar 18, 2024",3245,1748,"Sep 09, 2024",TRUE,"Sep 16, 2024",FALSE,,BANCASSURANCE,PAYROLL_DEDUCT,PARTIALLY_PAID,RENEWAL_PENDING
POL_ADMIN,POL000030,PNC-2024-100030,1,"Mar 31, 2024","Mar 30, 2025","Mar 27, 2024",,,NJ,USD,10291,10315,,0,10315,"Apr 15, 2024",TRUE,"Apr 25, 2024",FALSE,,INDEPENDENT_AGENT,QUARTERLY,DUE,APPLICATION
POL_ADMIN,POL000031,PNC-2024-100031,1,"Apr 03, 2024","Apr 02, 2025","Mar 29, 2024","Jul 03, 2024",Underwriting eligibility change,AZ,USD,3526,3526,"Mar 24, 2024",1587,0,"May 18, 2024",TRUE,"May 25, 2024",FALSE,,DIRECT_ONLINE,PAYROLL_DEDUCT,REFUNDED,CANCELLED
POL_ADMIN,POL000032,PNC-2024-100032,1,"Apr 06, 2024","Apr 05, 2025","Mar 31, 2024","Jul 07, 2024",Non-renewed due to underwriting guidelines,TN,USD,3624,3648,"Mar 27, 2024",3648,0,"Jun 20, 2024",FALSE,"Jun 30, 2024",FALSE,,AFFINITY_GROUP,QUARTERLY,PAID,NON_RENEWED
POL_ADMIN,POL000033,PNC-2024-100033,1,"Apr 09, 2024","Apr 08, 2025","Apr 02, 2024",,,WI,USD,5585,5585,"Mar 30, 2024",1955,3630,"Jul 23, 2024",FALSE,"Aug 07, 2024",FALSE,,BROKER,AGENCY_BILL,PARTIALLY_PAID,ACTIVE
POL_ADMIN,POL000034,PNC-2024-100034,2,"Apr 12, 2024","Apr 11, 2025","Apr 04, 2024",,,TX,USD,5733,5781,,0,5781,"Aug 25, 2024",TRUE,"Sep 04, 2024",FALSE,,CALL_CENTER,MONTHLY_10,SCHEDULED,ACTIVE
POL_ADMIN,POL000035,PNC-2024-100035,1,"Apr 15, 2024","Apr 14, 2025","Apr 06, 2024",,,PA,USD,12796,12796,,0,12796,"Sep 27, 2024",FALSE,"Oct 12, 2024",FALSE,,EMBEDDED_PARTNER,AGENCY_BILL,SCHEDULED,ISSUED
POL_ADMIN,POL000036,PNC-2024-100036,1,"Apr 18, 2024","Apr 17, 2025","Apr 08, 2024",,,NC,USD,5582,5630,,0,5630,"May 03, 2024",FALSE,"May 13, 2024",FALSE,,BANCASSURANCE,MONTHLY_10,AUTHORIZED,BOUND
POL_ADMIN,POL000037,PNC-2024-100037,1,"Apr 21, 2024","Apr 20, 2025","Apr 10, 2024",,,VA,USD,6177,6177,,0,6177,"Jun 05, 2024",FALSE,"Jun 20, 2024",FALSE,,INDEPENDENT_AGENT,AGENCY_BILL,DUE,RENEWAL_PENDING
POL_ADMIN,POL000038,PNC-2024-100038,1,"Apr 24, 2024","Apr 23, 2025","Apr 12, 2024",,,CO,USD,5388,5436,,0,5436,"Jul 08, 2024",TRUE,"Jul 18, 2024",FALSE,,DIRECT_ONLINE,MONTHLY_10,DUE,QUOTE
POL_ADMIN,POL000039,PNC-2024-100039,1,"Apr 27, 2024","Apr 26, 2025","Apr 14, 2024","Sep 03, 2024",Temporary suspension pending premium resolution,MO,USD,6472,6472,,0,6472,"Aug 10, 2024",FALSE,"Aug 25, 2024",TRUE,,AFFINITY_GROUP,AGENCY_BILL,PAST_DUE,SUSPENDED
POL_ADMIN,POL000040,PNC-2024-100040,1,"Apr 30, 2024","Apr 29, 2025","Apr 16, 2024","Aug 08, 2024",Premium not received before lapse date,CA,USD,10372,10420,"May 20, 2024",2605,7815,"Sep 12, 2024",FALSE,"Sep 22, 2024",TRUE,,BROKER,MONTHLY_10,DELINQUENT,LAPSED
POL_ADMIN,POL000041,PNC-2024-100041,3,"May 03, 2024","May 02, 2025","Apr 18, 2024",,,FL,USD,6768,6768,"Apr 23, 2024",4399,2369,"Oct 15, 2024",FALSE,"Oct 30, 2024",FALSE,,CALL_CENTER,AGENCY_BILL,PARTIALLY_PAID,ACTIVE
POL_ADMIN,POL000042,PNC-2024-100042,1,"May 06, 2024","May 05, 2025","Apr 20, 2024",,,OH,USD,11412,11460,,0,11460,"May 21, 2024",TRUE,"May 31, 2024",FALSE,,EMBEDDED_PARTNER,MONTHLY_10,SCHEDULED,ACTIVE
POL_ADMIN,POL000043,PNC-2024-100043,1,"May 09, 2024","May 08, 2025","Apr 22, 2024",,,MI,USD,6541,6541,"Apr 29, 2024",3271,3270,"Jun 23, 2024",FALSE,"Jul 08, 2024",FALSE,,WHOLESALE_BROKER,AGENCY_BILL,PARTIALLY_PAID,ISSUED
POL_ADMIN,POL000044,PNC-2024-100044,1,"May 12, 2024","May 11, 2025","Apr 24, 2024",,,WA,USD,6678,6726,,0,6726,"Jul 26, 2024",FALSE,"Aug 05, 2024",FALSE,,CAPTIVE_AGENT,MONTHLY_12,SCHEDULED,BOUND
POL_ADMIN,POL000045,PNC-2024-100045,1,"May 15, 2024","May 14, 2025","Apr 26, 2024",,,MA,USD,1815,1863,,0,1863,"Aug 28, 2024",FALSE,"Sep 02, 2024",FALSE,,DIRECT_ONLINE,PREMIUM_FINANCE,SCHEDULED,RENEWAL_PENDING
POL_ADMIN,POL000046,PNC-2024-100046,1,"May 18, 2024","May 17, 2025","Apr 28, 2024",,,MN,USD,784,832,,0,832,"Sep 30, 2024",TRUE,"Oct 10, 2024",FALSE,,AFFINITY_GROUP,MONTHLY_12,DUE,QUOTE
POL_ADMIN,POL000047,PNC-2024-100047,1,"May 21, 2024","May 20, 2025","Apr 30, 2024","Oct 05, 2024",Temporary suspension pending premium resolution,NY,USD,1068,1116,,0,1116,"Nov 02, 2024",FALSE,"Nov 07, 2024",FALSE,,BROKER,PREMIUM_FINANCE,FAILED,SUSPENDED
POL_ADMIN,POL000048,PNC-2024-100048,1,"May 24, 2024","May 23, 2025","May 02, 2024","Sep 09, 2024",Premium not received before lapse date,IL,USD,811,859,"Jun 13, 2024",215,644,"Jun 08, 2024",FALSE,"Jun 18, 2024",TRUE,,CALL_CENTER,MONTHLY_12,DELINQUENT,LAPSED
POL_ADMIN,POL000049,PNC-2024-100049,1,"May 27, 2024","May 26, 2025","May 04, 2024",,,GA,USD,2251,2299,"May 17, 2024",1150,1149,"Jul 11, 2024",FALSE,"Jul 16, 2024",FALSE,,EMBEDDED_PARTNER,PREMIUM_FINANCE,PARTIALLY_PAID,ACTIVE
POL_ADMIN,POL000050,PNC-2024-100050,1,"May 30, 2024","May 29, 2025","May 06, 2024",,,NJ,USD,3553,3601,,0,3601,"Aug 13, 2024",TRUE,"Aug 23, 2024",FALSE,,WHOLESALE_BROKER,MONTHLY_12,SCHEDULED,ACTIVE
POL_ADMIN,POL000051,PNC-2024-100051,2,"Jun 02, 2024","Jun 01, 2025","May 08, 2024",,,AZ,USD,1537,1585,"May 23, 2024",1585,0,"Sep 15, 2024",FALSE,"Sep 20, 2024",FALSE,,CAPTIVE_AGENT,PREMIUM_FINANCE,PAID,ISSUED
POL_ADMIN,POL000052,PNC-2024-100052,1,"Jun 05, 2024","Jun 04, 2025","May 10, 2024",,,TN,USD,1674,1722,,0,1722,"Oct 18, 2024",FALSE,"Oct 28, 2024",FALSE,,MARKETPLACE,MONTHLY_12,PROCESSING,BOUND
POL_ADMIN,POL000053,PNC-2024-100053,1,"Jun 08, 2024","Jun 07, 2025","May 12, 2024",,,WI,USD,1956,2004,"May 29, 2024",1303,701,"Nov 20, 2024",FALSE,"Nov 25, 2024",FALSE,,BANCASSURANCE,PREMIUM_FINANCE,PARTIALLY_PAID,RENEWAL_PENDING
POL_ADMIN,POL000054,PNC-2024-100054,1,"Jun 11, 2024","Jun 10, 2025","May 14, 2024",,,TX,USD,1792,1840,,0,1840,"Jun 26, 2024",TRUE,"Jul 06, 2024",FALSE,,BROKER,MONTHLY_12,DUE,QUOTE
POL_ADMIN,POL000055,PNC-2024-100055,1,"Jun 14, 2024","Jun 13, 2025","May 16, 2024",,,PA,USD,4508,4508,,0,4508,"Jul 29, 2024",TRUE,,FALSE,,CALL_CENTER,PAY_FULL,SCHEDULED,UNDER_REVIEW
POL_ADMIN,POL000056,PNC-2024-100056,1,"Jun 17, 2024","Jun 16, 2025","Jun 15, 2024",,,NC,USD,3960,3960,"Jun 07, 2024",3960,0,"Aug 31, 2024",FALSE,"Sep 15, 2024",FALSE,,EMBEDDED_PARTNER,EFT_MONTHLY,PAID,EXPIRED
POL_ADMIN,POL000057,PNC-2024-100057,1,"Jun 20, 2024","Jun 19, 2025","Jun 17, 2024",,,VA,USD,2548,2548,"Jun 10, 2024",892,1656,"Oct 03, 2024",TRUE,,FALSE,,WHOLESALE_BROKER,PAY_FULL,PARTIALLY_PAID,ACTIVE
POL_ADMIN,POL000058,PNC-2024-100058,1,"Jun 23, 2024","Jun 22, 2025","Jun 19, 2024",,,CO,USD,2696,2696,,0,2696,"Nov 05, 2024",TRUE,"Nov 20, 2024",FALSE,,CAPTIVE_AGENT,EFT_MONTHLY,SCHEDULED,ACTIVE
POL_ADMIN,POL000059,PNC-2024-100059,1,"Jun 26, 2024","Jun 25, 2025","Jun 21, 2024",,,MO,USD,2633,2633,,0,2633,"Dec 08, 2024",TRUE,,FALSE,,MARKETPLACE,PAY_FULL,SCHEDULED,ISSUED
POL_ADMIN,POL000060,PNC-2024-100060,1,"Jun 29, 2024","Jun 28, 2025","Jun 23, 2024",,,CA,USD,6510,6510,"Jun 19, 2024",6510,0,"Jul 14, 2024",FALSE,"Jul 29, 2024",FALSE,,BANCASSURANCE,EFT_MONTHLY,PAID,ISSUED
POL_ADMIN,POL000061,PNC-2024-100061,1,"Jul 02, 2024","Jul 01, 2025","Jun 25, 2024",,,FL,USD,3140,3140,,0,3140,"Aug 16, 2024",TRUE,,FALSE,,INDEPENDENT_AGENT,PAY_FULL,DUE,RENEWAL_PENDING
POL_ADMIN,POL000062,PNC-2024-100062,1,"Jul 05, 2024","Jul 04, 2025","Jun 27, 2024",,,OH,USD,2800,2800,,0,2800,"Sep 18, 2024",TRUE,"Oct 03, 2024",FALSE,,DIRECT_ONLINE,EFT_MONTHLY,DUE,QUOTE
POL_ADMIN,POL000063,PNC-2024-100063,1,"Jul 08, 2024","Jul 07, 2025","Jun 29, 2024",,,MI,USD,4829,4829,,0,4829,"Oct 21, 2024",TRUE,,FALSE,,EMBEDDED_PARTNER,PAY_FULL,DUE,UNDER_REVIEW
POL_ADMIN,POL000064,PNC-2024-100064,1,"Jul 11, 2024","Jul 10, 2025","Jul 01, 2024",,,WA,USD,3583,3583,"Jul 01, 2024",3583,0,"Nov 23, 2024",FALSE,"Dec 08, 2024",FALSE,,WHOLESALE_BROKER,EFT_MONTHLY,PAID,EXPIRED
POL_ADMIN,POL000065,PNC-2024-100065,1,"Jul 14, 2024","Jul 13, 2025","Jul 03, 2024",,,MA,USD,8769,8769,"Jul 04, 2024",5700,3069,"Dec 26, 2024",TRUE,,FALSE,,CAPTIVE_AGENT,PAY_FULL,PARTIALLY_PAID,ACTIVE
POL_ADMIN,POL000066,PNC-2024-100066,1,"Jul 17, 2024","Jul 16, 2025","Jul 05, 2024",,,MN,USD,3879,3879,,0,3879,"Aug 01, 2024",FALSE,,FALSE,,MARKETPLACE,MORTGAGE_ESCROW,SCHEDULED,ACTIVE
POL_ADMIN,POL000067,PNC-2024-100067,1,"Jul 20, 2024","Jul 19, 2025","Jul 07, 2024",,,NY,USD,3729,3753,"Jul 10, 2024",1877,1876,"Sep 03, 2024",TRUE,"Sep 13, 2024",FALSE,,BANCASSURANCE,SEMI_ANNUAL,PARTIALLY_PAID,ISSUED
POL_ADMIN,POL000068,PNC-2024-100068,2,"Jul 23, 2024","Jul 22, 2025","Jul 09, 2024",,,IL,USD,3866,3866,,0,3866,"Oct 06, 2024",FALSE,,FALSE,,INDEPENDENT_AGENT,MORTGAGE_ESCROW,SCHEDULED,ISSUED
POL_ADMIN,POL000069,PNC-2024-100069,1,"Jul 26, 2024","Jul 25, 2025","Jul 11, 2024",,,GA,USD,4323,4347,,0,4347,"Nov 08, 2024",TRUE,"Nov 18, 2024",FALSE,,DIRECT_ONLINE,SEMI_ANNUAL,SCHEDULED,RENEWAL_PENDING
POL_ADMIN,POL000070,PNC-2024-100070,1,"Jul 29, 2024","Jul 28, 2025","Jul 13, 2024",,,NJ,USD,8951,8951,,0,8951,"Dec 11, 2024",FALSE,,FALSE,,AFFINITY_GROUP,MORTGAGE_ESCROW,DUE,QUOTE
POL_ADMIN,POL000071,PNC-2024-100071,1,"Aug 01, 2024","Jul 31, 2025","Jul 15, 2024",,,AZ,USD,3935,3959,,0,3959,"Jan 13, 2025",TRUE,"Jan 23, 2025",FALSE,,BROKER,SEMI_ANNUAL,AUTHORIZED,UNDER_REVIEW
POL_ADMIN,POL000072,PNC-2024-100072,1,"Aug 04, 2024","Aug 03, 2025","Jul 17, 2024",,,TN,USD,4767,4767,"Jul 25, 2024",4767,0,"Aug 19, 2024",FALSE,,FALSE,,CAPTIVE_AGENT,MORTGAGE_ESCROW,PAID,EXPIRED
POL_ADMIN,POL000073,PNC-2024-100073,1,"Aug 07, 2024","Aug 06, 2025","Jul 19, 2024",,,WI,USD,4915,4939,"Jul 28, 2024",2470,2469,"Sep 21, 2024",TRUE,"Oct 01, 2024",FALSE,,MARKETPLACE,SEMI_ANNUAL,PARTIALLY_PAID,ACTIVE
POL_ADMIN,POL000074,PNC-2024-100074,1,"Aug 10, 2024","Aug 09, 2025","Jul 21, 2024",,,TX,USD,5063,5063,,0,5063,"Oct 24, 2024",FALSE,,FALSE,,BANCASSURANCE,MORTGAGE_ESCROW,SCHEDULED,ACTIVE
POL_ADMIN,POL000075,PNC-2024-100075,1,"Aug 13, 2024","Aug 12, 2025","Jul 23, 2024",,,PA,USD,12246,12270,,0,12270,"Nov 26, 2024",TRUE,"Dec 06, 2024",FALSE,,INDEPENDENT_AGENT,SEMI_ANNUAL,DUE,ACTIVE
POL_ADMIN,POL000076,PNC-2024-100076,1,"Aug 16, 2024","Aug 15, 2025","Jul 25, 2024",,,NC,USD,4962,4962,"Aug 06, 2024",2481,2481,"Dec 29, 2024",FALSE,,FALSE,,DIRECT_ONLINE,MORTGAGE_ESCROW,PARTIALLY_PAID,ISSUED
POL_ADMIN,POL000077,PNC-2024-100077,1,"Aug 19, 2024","Aug 18, 2025","Jul 27, 2024",,,VA,USD,9086,9110,"Aug 09, 2024",5921,3189,"Jan 31, 2025",TRUE,"Feb 10, 2025",FALSE,,AFFINITY_GROUP,QUARTERLY,PARTIALLY_PAID,RENEWAL_PENDING
POL_ADMIN,POL000078,PNC-2024-100078,1,"Aug 22, 2024","Aug 21, 2025","Jul 29, 2024",,,CO,USD,5655,5655,"Aug 12, 2024",5655,0,"Sep 06, 2024",TRUE,"Sep 13, 2024",FALSE,"Jan 22, 2025",BROKER,PAYROLL_DEDUCT,PAID,REINSTATED
POL_ADMIN,POL000079,PNC-2024-100079,1,"Aug 25, 2024","Aug 24, 2025","Jul 31, 2024",,,MO,USD,4943,4967,,0,4967,"Oct 09, 2024",TRUE,"Oct 19, 2024",FALSE,,CALL_CENTER,QUARTERLY,SCHEDULED,UNDER_REVIEW
POL_ADMIN,POL000080,PNC-2024-100080,1,"Aug 28, 2024","Aug 27, 2025","Aug 02, 2024","Jan 15, 2025",Insured requested cancellation,CA,USD,9323,9323,"Aug 18, 2024",0,0,"Nov 11, 2024",FALSE,"Nov 18, 2024",FALSE,,EMBEDDED_PARTNER,PAYROLL_DEDUCT,VOIDED,CANCELLED
POL_ADMIN,POL000081,PNC-2024-100081,1,"Aug 31, 2024","Aug 30, 2025","Aug 04, 2024",,,FL,USD,6099,6123,"Aug 21, 2024",2143,3980,"Dec 14, 2024",TRUE,"Dec 24, 2024",FALSE,,BANCASSURANCE,QUARTERLY,PARTIALLY_PAID,ACTIVE
POL_ADMIN,POL000082,PNC-2024-100082,3,"Sep 03, 2024","Sep 02, 2025","Aug 06, 2024",,,OH,USD,6247,6247,,0,6247,"Jan 16, 2025",TRUE,"Jan 23, 2025",FALSE,,INDEPENDENT_AGENT,PAYROLL_DEDUCT,SCHEDULED,ACTIVE
POL_ADMIN,POL000083,PNC-2024-100083,1,"Sep 06, 2024","Sep 05, 2025","Aug 08, 2024",,,MI,USD,6395,6419,,0,6419,"Feb 18, 2025",TRUE,"Feb 28, 2025",FALSE,,DIRECT_ONLINE,QUARTERLY,DUE,ACTIVE
POL_ADMIN,POL000084,PNC-2024-100084,1,"Sep 09, 2024","Sep 08, 2025","Sep 07, 2024",,,WA,USD,9996,9996,"Aug 30, 2024",9996,0,"Sep 24, 2024",FALSE,"Oct 01, 2024",FALSE,,AFFINITY_GROUP,PAYROLL_DEDUCT,PAID,ISSUED
POL_ADMIN,POL000085,PNC-2024-100085,2,"Sep 12, 2024","Sep 11, 2025","Sep 09, 2024",,,MA,USD,14558,14582,,0,14582,"Oct 27, 2024",TRUE,"Nov 06, 2024",FALSE,,BROKER,QUARTERLY,PROCESSING,BOUND
POL_ADMIN,POL000086,PNC-2024-100086,1,"Sep 15, 2024","Sep 14, 2025","Sep 11, 2024",,,MN,USD,6839,6839,"Sep 05, 2024",6839,0,"Nov 29, 2024",TRUE,"Dec 06, 2024",FALSE,"Feb 23, 2025",CALL_CENTER,PAYROLL_DEDUCT,PAID,REINSTATED
POL_ADMIN,POL000087,PNC-2024-100087,1,"Sep 18, 2024","Sep 17, 2025","Sep 13, 2024",,,NY,USD,5951,5975,,0,5975,"Jan 01, 2025",TRUE,"Jan 11, 2025",FALSE,,EMBEDDED_PARTNER,QUARTERLY,DUE,APPLICATION
POL_ADMIN,POL000088,PNC-2024-100088,1,"Sep 21, 2024","Sep 20, 2025","Sep 15, 2024","Feb 16, 2025",Insured requested cancellation,IL,USD,4756,4756,"Sep 11, 2024",2140,0,"Feb 03, 2025",FALSE,"Feb 18, 2025",FALSE,,WHOLESALE_BROKER,AGENCY_BILL,REFUNDED,CANCELLED
POL_ADMIN,POL000089,PNC-2024-100089,1,"Sep 24, 2024","Sep 23, 2025","Sep 17, 2024",,,GA,USD,7282,7330,"Sep 14, 2024",4764,2566,"Mar 08, 2025",TRUE,"Mar 18, 2025",FALSE,,CAPTIVE_AGENT,MONTHLY_10,PARTIALLY_PAID,ACTIVE
