"ID","Specialty   (Foreign ID)","HCP   (Publisher ID)","HCP   (Source ID)"
"1024.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","797"
"1024.GASTROENTEROLOGY","GASTROENTEROLOGY","HCO_HCP","797"
"1024.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","797"
"1025.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","798"
"1025.ANATOMIC_PATHOLOGY_CLINICAL_PATHOLOGY","ANATOMIC_PATHOLOGY_CLINICAL_PATHOLOGY","HCO_HCP","798"
"1025.PATHOLOGY","PATHOLOGY","HCO_HCP","798"
"1026.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","799"
"1026.PSYCHIATRY","PSYCHIATRY","HCO_HCP","799"
"1026.PSYCHIATRY_NEUROLOGY","PSYCHIATRY_NEUROLOGY","HCO_HCP","799"
"1027.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","800"
"1027.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","800"
"1027.MEDICAL_ONCOLOGY","MEDICAL_ONCOLOGY","HCO_HCP","800"
"1028.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","802"
"1028.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","802"
"1028.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","802"
"1029.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","803"
"1029.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","803"
"1029.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","803"
"1031.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","805"
"1031.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","805"
"1031.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","805"
"1032.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","806"
"1032.NEUROLOGY","NEUROLOGY","HCO_HCP","806"
"1032.PSYCHIATRY_NEUROLOGY","PSYCHIATRY_NEUROLOGY","HCO_HCP","806"
"1033.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","807"
"1033.PEDIATRICS","PEDIATRICS","HCO_HCP","807"
"1033.PEDIATRIC_HEMATOLOGY-ONCOLOGY","PEDIATRIC_HEMATOLOGY-ONCOLOGY","HCO_HCP","807"
"1034.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","808"
"1034.CARDIOVASCULAR_DISEASE","CARDIOVASCULAR_DISEASE","HCO_HCP","808"
"1034.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","808"
"1035.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","809"
"1035.ENDOCRINOLOGY_DIABETES_METABOLISM","ENDOCRINOLOGY_DIABETES_METABOLISM","HCO_HCP","809"
"1035.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","809"
"1036.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","810"
"1036.PEDIATRICS","PEDIATRICS","HCO_HCP","810"
"1036.PEDIATRIC_HEMATOLOGY-ONCOLOGY","PEDIATRIC_HEMATOLOGY-ONCOLOGY","HCO_HCP","810"
"1037.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","811"
"1037.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","811"
"1037.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","811"
"1038.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","812"
"1038.CRITICAL_CARE_MEDICINE","CRITICAL_CARE_MEDICINE","HCO_HCP","812"
"1038.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","812"
"1039.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","813"
"1039.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","813"
"104.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","918"
"104.CARDIOVASCULAR_DISEASE","CARDIOVASCULAR_DISEASE","HCO_HCP","918"
"104.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","918"
"1040.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","814"
"1040.NEUROLOGY","NEUROLOGY","HCO_HCP","814"
"1040.PSYCHIATRY_NEUROLOGY","PSYCHIATRY_NEUROLOGY","HCO_HCP","814"
"1041.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","815"
"1041.SURGERY","SURGERY","HCO_HCP","815"
"1041.SURGICAL_CRITICAL_CARE","SURGICAL_CRITICAL_CARE","HCO_HCP","815"
"1042.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","816"
"1042.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","816"
"1043.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","817"
"1043.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","817"
"1043.SLEEP_MEDICINE","SLEEP_MEDICINE","HCO_HCP","817"
"1044.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","818"
"1044.PSYCHIATRY_NEUROLOGY","PSYCHIATRY_NEUROLOGY","HCO_HCP","818"
"1044.SLEEP_MEDICINE","SLEEP_MEDICINE","HCO_HCP","818"
"1045.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","819"
"1045.CARDIOVASCULAR_DISEASE","CARDIOVASCULAR_DISEASE","HCO_HCP","819"
"1045.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","819"
"1046.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","82"
"1046.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","82"
"1046.PULMONARY_DISEASE","PULMONARY_DISEASE","HCO_HCP","82"
"1047.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","822"
"1047.CARDIOVASCULAR_DISEASE","CARDIOVASCULAR_DISEASE","HCO_HCP","822"
"1047.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","822"
"1048.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","823"
"1048.HEMATOLOGY","HEMATOLOGY","HCO_HCP","823"
"1048.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","823"
"1049.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","824"
"1049.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","824"
"1049.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","824"
"105.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","918"
"105.CARDIOVASCULAR_DISEASE","CARDIOVASCULAR_DISEASE","HCO_HCP","918"
"105.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","918"
"1050.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","812"
"1050.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","812"
"1051.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","826"
"1051.DIAGNOSTIC_RADIOLOGY","DIAGNOSTIC_RADIOLOGY","HCO_HCP","826"
"1051.RADIOLOGY","RADIOLOGY","HCO_HCP","826"
"1052.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","827"
"1052.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","827"
"1052.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","827"
"1053.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","828"
"1053.ENDOCRINOLOGY_DIABETES_METABOLISM","ENDOCRINOLOGY_DIABETES_METABOLISM","HCO_HCP","828"
"1053.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","828"
"1054.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","829"
"1054.GENERAL_PRACTICE","GENERAL_PRACTICE","HCO_HCP","829"
"1055.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","830"
"1055.NEUROLOGICAL_SURGERY","NEUROLOGICAL_SURGERY","HCO_HCP","830"
"1056.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","831"
"1056.CARDIOVASCULAR_DISEASE","CARDIOVASCULAR_DISEASE","HCO_HCP","831"
"1056.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","831"
"1057.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","832"
"1057.NEUROLOGY","NEUROLOGY","HCO_HCP","832"
"1057.PSYCHIATRY_NEUROLOGY","PSYCHIATRY_NEUROLOGY","HCO_HCP","832"
"1058.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","833"
"1058.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","833"
"1058.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","833"
"1059.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","834"
"1059.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","834"
"1061.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","838"
"1061.DIAGNOSTIC_RADIOLOGY","DIAGNOSTIC_RADIOLOGY","HCO_HCP","838"
"1061.RADIOLOGY","RADIOLOGY","HCO_HCP","838"
"1062.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","839"
"1062.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","839"
"1062.INTERVENTIONAL_CARDIOLOGY","INTERVENTIONAL_CARDIOLOGY","HCO_HCP","839"
"1064.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","847"
"1064.CARDIOVASCULAR_DISEASE","CARDIOVASCULAR_DISEASE","HCO_HCP","847"
"1064.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","847"
"1065.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","848"
"1065.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","848"
"1066.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","849"
"1066.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","849"
"1066.MEDICAL_ONCOLOGY","MEDICAL_ONCOLOGY","HCO_HCP","849"
"1067.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","85"
"1067.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","85"
"1067.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","85"
"1068.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","850"
"1068.PEDIATRICS","PEDIATRICS","HCO_HCP","850"
"1068.PEDIATRIC_ENDOCRINOLOGY","PEDIATRIC_ENDOCRINOLOGY","HCO_HCP","850"
"1070.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","852"
"1070.DIAGNOSTIC_RADIOLOGY","DIAGNOSTIC_RADIOLOGY","HCO_HCP","852"
"1070.RADIOLOGY","RADIOLOGY","HCO_HCP","852"
"1071.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","853"
"1071.TRANSPLANT_SURGERY","TRANSPLANT_SURGERY","HCO_HCP","853"
"1072.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","854"
"1072.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","854"
"1072.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","854"
"1073.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","859"
"1073.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","859"
"1073.PULMONARY_DISEASE","PULMONARY_DISEASE","HCO_HCP","859"
"1074.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","86"
"1074.PEDIATRICS","PEDIATRICS","HCO_HCP","86"
"1074.PEDIATRIC_INFECTIOUS_DISEASES","PEDIATRIC_INFECTIOUS_DISEASES","HCO_HCP","86"
"1075.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","860"
"1075.HEMATOLOGY","HEMATOLOGY","HCO_HCP","860"
"1075.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","860"
"1076.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","861"
"1076.ENDOCRINOLOGY_DIABETES_METABOLISM","ENDOCRINOLOGY_DIABETES_METABOLISM","HCO_HCP","861"
"1076.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","861"
"1077.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","862"
"1077.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","862"
"1077.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","862"
"1078.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","863"
"1078.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","863"
"1078.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","863"
"1079.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","866"
"1079.PEDIATRICS","PEDIATRICS","HCO_HCP","866"
"1079.PEDIATRIC_ENDOCRINOLOGY","PEDIATRIC_ENDOCRINOLOGY","HCO_HCP","866"
"1080.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","87"
"1080.PEDIATRICS","PEDIATRICS","HCO_HCP","87"
"1080.PEDIATRIC_GASTROENTEROLOGY","PEDIATRIC_GASTROENTEROLOGY","HCO_HCP","87"
"1081.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","761"
"1081.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","761"
"1082.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","761"
"1082.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","761"
"1082.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","761"
"1083.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","871"
"1083.PEDIATRICS","PEDIATRICS","HCO_HCP","871"
"1083.PEDIATRIC_HEMATOLOGY-ONCOLOGY","PEDIATRIC_HEMATOLOGY-ONCOLOGY","HCO_HCP","871"
"1084.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","872"
"1084.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","872"
"1084.INTERVENTIONAL_CARDIOLOGY","INTERVENTIONAL_CARDIOLOGY","HCO_HCP","872"
"1086.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","1199"
"1086.NEUROLOGY","NEUROLOGY","HCO_HCP","1199"
"1086.PSYCHIATRY_NEUROLOGY","PSYCHIATRY_NEUROLOGY","HCO_HCP","1199"
"1087.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","1199"
"1087.NEUROLOGY","NEUROLOGY","HCO_HCP","1199"
"1087.PSYCHIATRY_NEUROLOGY","PSYCHIATRY_NEUROLOGY","HCO_HCP","1199"
"1088.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","873"
"1088.CARDIOVASCULAR_DISEASE","CARDIOVASCULAR_DISEASE","HCO_HCP","873"
"1088.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","873"
"1089.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","874"
"1089.PSYCHIATRY","PSYCHIATRY","HCO_HCP","874"
"1089.PSYCHIATRY_NEUROLOGY","PSYCHIATRY_NEUROLOGY","HCO_HCP","874"
"1090.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","875"
"1090.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","875"
"1091.ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","ALLOPATHIC_OSTEOPATHIC_PHYSICIANS","HCO_HCP","876"
"1091.HEMATOLOGY_ONCOLOGY","HEMATOLOGY_ONCOLOGY","HCO_HCP","876"
"1091.INTERNAL_MEDICINE","INTERNAL_MEDICINE","HCO_HCP","876"
"1092.OTHER_SERVICE_PROVIDERS","OTHER_SERVICE_PROVIDERS","HCO_HCP","877"
"1092.SPECIALIST","SPECIALIST","HCO_HCP","877"
