"Publisher ID","Source ID","Trade Name","Product Name","Generic Name","NDC Code","Indication","Price","Therapeautic Area   (Foreign ID)","Definition","Image","url","Sponsor   (Foreign ID)","Form   (Foreign ID)","Administration   (Foreign ID)"
"IMP","28768","ACTOPLUS MET XR","ACTOPLUS MET XR","METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE","3420","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ACTOPLUS","","https://ACTOPLUS MET XR.com","1880","1123","10071"
"IMP","28770","ACTRON","ACTRON","KETOPROFEN","3269","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ACTRON","","https://ACTRON.com","1739","1223","10071"
"IMP","28772","ACULAR LS","ACULAR LS","KETOROLAC TROMETHAMINE","2957","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ACULAR","","https://ACULAR LS.com","1463","1162","10032"
"IMP","28777","ACYCLOVIR","ACYCLOVIR","ACYCLOVIR","2707","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ACYCLOVIR","","https://ACYCLOVIR.com","1169","1219","10071"
"IMP","28779","ACYCLOVIR SODIUM","ACYCLOVIR SODIUM","ACYCLOVIR SODIUM","3177","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ACYCLOVIR","","https://ACYCLOVIR SODIUM.com","1614","1235","10066"
"IMP","28780","ACYLANID","ACYLANID","ACETYLDIGITOXIN","2769","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ACYLANID","","https://ACYLANID.com","1239","1133","10071"
"IMP","28781","ACZONE","ACZONE","DAPSONE","2970","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ACZONE","","https://ACZONE.com","1463","1126","10005"
"IMP","28783","ADALAT","ADALAT","NIFEDIPINE","3032","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ADALAT","","https://ADALAT.com","1494","1169","10071"
"IMP","28789","ADDERALL 15","ADDERALL 15","AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE","3337","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ADDERALL","","https://ADDERALL 15.com","1807","1136","10071"
"IMP","28800","ADDYI","ADDYI","FLIBANSERIN","3567","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ADDYI","","https://ADDYI.com","2037","1148","10071"
"IMP","28823","AEROSPAN HFA","AEROSPAN HFA","FLUNISOLIDE","2776","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AEROSPAN","","https://AEROSPAN HFA.com","1258","1220","10054"
"IMP","28826","AFINITOR","AFINITOR","EVEROLIMUS","2769","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AFINITOR","","https://AFINITOR.com","1239","1217","10071"
"IMP","28829","AGENERASE","AGENERASE","AMPRENAVIR","2570","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AGENERASE","","https://AGENERASE.com","1032","1203","10071"
"IMP","28833","AK-FLUOR 10%","AK-FLUOR 10%","FLUORESCEIN SODIUM","2899","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AK-FLUOR","","https://AK-FLUOR 10%.com","1336","1166","10058"
"IMP","28841","AKRINOL","AKRINOL","ACRISORCIN","2984","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AKRINOL","","https://AKRINOL.com","1504","1201","10005"
"IMP","28842","AKTEN","AKTEN","LIDOCAINE HYDROCHLORIDE","3059","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AKTEN","","https://AKTEN.com","1552","1142","10032"
"IMP","28855","ALDARA","ALDARA","IMIQUIMOD","2817","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ALDARA","","https://ALDARA.com","1337","1183","10005"
"IMP","28880","ALLERNAZE","ALLERNAZE","TRIAMCINOLONE ACETONIDE","2722","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ALLERNAZE","","https://ALLERNAZE.com","1175","1123","10038"
"IMP","28910","AMERGE","AMERGE","NARATRIPTAN HYDROCHLORIDE","3101","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AMERGE","","https://AMERGE.com","1571","1225","10071"
"IMP","28937","AMINOSYN 3.5% W/ DEXTROSE 5% IN PLASTIC CONTAINER","AMINOSYN 3.5% W/ DEXTROSE 5% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE","2886","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AMINOSYN","","https://AMINOSYN 3.5% W/ DEXTROSE 5% IN PLASTIC CONTAINER.com","1323","1115","10066"
"IMP","28938","AMINOSYN 4.25% W/ DEXTROSE 25% IN PLASTIC CONTAINER","AMINOSYN 4.25% W/ DEXTROSE 25% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE","2886","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AMINOSYN","","https://AMINOSYN 4.25% W/ DEXTROSE 25% IN PLASTIC CONTAINER.com","1323","1181","10066"
"IMP","28960","AMINOSYN II 4.25% IN DEXTROSE 10% IN PLASTIC CONTAINER","AMINOSYN II 4.25% IN DEXTROSE 10% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE","2886","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AMINOSYN","","https://AMINOSYN II 4.25% IN DEXTROSE 10% IN PLASTIC CONTAINER.com","1323","1218","10066"
"IMP","28967","AMINOSYN II 4.25% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER","AMINOSYN II 4.25% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE","2886","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AMINOSYN","","https://AMINOSYN II 4.25% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER.com","1323","1118","10066"
"IMP","28970","AMINOSYN II 5% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER","AMINOSYN II 5% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE","2886","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AMINOSYN","","https://AMINOSYN II 5% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER.com","1323","1236","10066"
"IMP","28979","AMINOSYN-PF 10%","AMINOSYN-PF 10%","AMINO ACIDS","3406","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AMINOSYN-PF","","https://AMINOSYN-PF 10%.com","1843","1233","10066"
"IMP","28982","AMIODARONE HYDROCHLORIDE","AMIODARONE HYDROCHLORIDE","AMIODARONE HYDROCHLORIDE","2565","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AMIODARONE","","https://AMIODARONE HYDROCHLORIDE.com","1002","1144","10066"
"IMP","28999","AMPHADASE","AMPHADASE","HYALURONIDASE","3151","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AMPHADASE","","https://AMPHADASE.com","1588","1160","10066"
"IMP","29038","ANTHELIOS SX","ANTHELIOS SX","AVOBENZONE; ECAMSULE; OCTOCRYLENE","2983","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ANTHELIOS","","https://ANTHELIOS SX.com","1503","1215","10005"
"IMP","29044","ANZEMET","ANZEMET","DOLASETRON MESYLATE","3126","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ANZEMET","","https://ANZEMET.com","1563","1215","10066"
"IMP","29051","APRESOLINE","APRESOLINE","HYDRALAZINE HYDROCHLORIDE","2802","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/APRESOLINE","","https://APRESOLINE.com","1239","1120","10066"
"IMP","29066","ARDUAN","ARDUAN","PIPECURONIUM BROMIDE","2634","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ARDUAN","","https://ARDUAN.com","1071","1206","10066"
"IMP","29077","ARISTOCORT","ARISTOCORT","TRIAMCINOLONE","3203","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ARISTOCORT","","https://ARISTOCORT.com","1673","1237","10071"
"IMP","29079","ARISTOSPAN","ARISTOSPAN","TRIAMCINOLONE HEXACETONIDE","3434","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ARISTOSPAN","","https://ARISTOSPAN.com","1871","1195","10066"
"IMP","29090","ASTELIN","ASTELIN","AZELASTINE HYDROCHLORIDE","2854","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ASTELIN","","https://ASTELIN.com","1307","1126","10038"
"IMP","29091","ASTEPRO","ASTEPRO","AZELASTINE HYDROCHRLORIDE","3548","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ASTEPRO","","https://ASTEPRO.com","2001","1106","10038"
"IMP","29093","ASTRAMORPH PF","ASTRAMORPH PF","MORPHINE SULFATE","3019","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ASTRAMORPH","","https://ASTRAMORPH PF.com","1456","1183","10066"
"IMP","29109","ATRIPLA","ATRIPLA","EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE","2875","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/ATRIPLA","","https://ATRIPLA.com","1345","1206","10071"
"IMP","29127","AVALIDE","AVALIDE","HYDROCHLOROTHIAZIDE; IRBESARTAN","3168","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AVALIDE","","https://AVALIDE.com","1638","1136","10071"
"IMP","29138","AVIANE-21","AVIANE-21","ETHINYL ESTRADIOL; LEVONORGESTREL","2780","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AVIANE-21","","https://AVIANE-21.com","1250","1112","10029"
"IMP","29157","AZITHROMYCIN","AZITHROMYCIN","AZITHROMYCIN","2713","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/AZITHROMYCIN","","https://AZITHROMYCIN.com","1180","1237","10071"
"IMP","29168","BACI-RX","BACI-RX","BACITRACIN","3471","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BACI-RX","","https://BACI-RX.com","1909","1110","10047"
"IMP","29236","BETAXOLOL HYDROCHLORIDE","BETAXOLOL HYDROCHLORIDE","BETAXOLOL HYDROCHLORIDE","2695","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BETAXOLOL","","https://BETAXOLOL HYDROCHLORIDE.com","1201","1108","10032"
"IMP","29244","BEYAZ","BEYAZ","DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM","3508","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BEYAZ","","https://BEYAZ.com","1978","1133","10071"
"IMP","29246","BIAXIN XL","BIAXIN XL","CLARITHROMYCIN","3504","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BIAXIN","","https://BIAXIN XL.com","1974","1199","10071"
"IMP","29248","BICILLIN C-R","BICILLIN C-R","PENICILLIN G BENZATHINE; PENICILLIN G PROCAINE","3463","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BICILLIN","","https://BICILLIN C-R.com","1900","1107","10066"
"IMP","29254","BILTRICIDE","BILTRICIDE","PRAZIQUANTEL","3508","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BILTRICIDE","","https://BILTRICIDE.com","1978","1204","10071"
"IMP","29258","BIPHETAMINE 20","BIPHETAMINE 20","AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX","3018","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BIPHETAMINE","","https://BIPHETAMINE 20.com","1498","1100","10071"
"IMP","29264","BLEPHAMIDE","BLEPHAMIDE","PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM","2834","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BLEPHAMIDE","","https://BLEPHAMIDE.com","1335","1101","10032"
"IMP","29271","BRETHAIRE","BRETHAIRE","TERBUTALINE SULFATE","2757","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BRETHAIRE","","https://BRETHAIRE.com","1239","1215","10054"
"IMP","29279","BREVIBLOC IN PLASTIC CONTAINER","BREVIBLOC IN PLASTIC CONTAINER","ESMOLOL HYDROCHLORIDE","2765","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BREVIBLOC","","https://BREVIBLOC IN PLASTIC CONTAINER.com","1202","1133","10066"
"IMP","29292","BRONCHO SALINE","BRONCHO SALINE","SODIUM CHLORIDE","3267","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BRONCHO","https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Broncho-Band-Eindhoven-2019-10-10.jpg/330px-Broncho-Band-Eindhoven-2019-10-10.jpg","https://BRONCHO SALINE.com","1749","1203","10054"
"IMP","29293","BRONITIN MIST","BRONITIN MIST","EPINEPHRINE BITARTRATE","2917","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BRONITIN","","https://BRONITIN MIST.com","1399","1105","10054"
"IMP","29297","BROVANA","BROVANA","ARFORMOTEROL TARTRATE","3533","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BROVANA","","https://BROVANA.com","2041","1109","10054"
"IMP","29313","BUSPIRONE HYDROCHLORIDE","BUSPIRONE HYDROCHLORIDE","BUSPIRONE HYDROCHLORIDE","3188","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BUSPIRONE","","https://BUSPIRONE HYDROCHLORIDE.com","1658","1132","10071"
"IMP","29317","BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE","BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE","ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE","3450","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BUTALBITAL,","","https://BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE.com","1912","1114","10071"
"IMP","29323","BUTRANS","BUTRANS","BUPRENORPHINE","2756","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BUTRANS","","https://BUTRANS.com","1219","1221","10060"
"IMP","29324","BYDUREON","BYDUREON","EXENATIDE SYNTHETIC","2593","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BYDUREON","","https://BYDUREON.com","1090","1215","10061"
"IMP","29326","BYETTA","BYETTA","EXENATIDE SYNTHETIC","2775","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/BYETTA","","https://BYETTA.com","1212","1197","10061"
"IMP","29335","CALCIJEX","CALCIJEX","CALCITRIOL","3026","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CALCIJEX","","https://CALCIJEX.com","1463","1101","10066"
"IMP","29336","CALCIMAR","CALCIMAR","CALCITONIN SALMON","3201","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CALCIMAR","","https://CALCIMAR.com","1638","1107","10066"
"IMP","29347","CAMOQUIN HYDROCHLORIDE","CAMOQUIN HYDROCHLORIDE","AMODIAQUINE HYDROCHLORIDE","3039","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CAMOQUIN","","https://CAMOQUIN HYDROCHLORIDE.com","1509","1209","10071"
"IMP","29363","CAPOZIDE 50/25","CAPOZIDE 50/25","CAPTOPRIL; HYDROCHLOROTHIAZIDE","3144","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CAPOZIDE","","https://CAPOZIDE 50/25.com","1614","1142","10071"
"IMP","29381","CARDENE IN 0.86% SODIUM CHLORIDE IN PLASTIC CONTAINER","CARDENE IN 0.86% SODIUM CHLORIDE IN PLASTIC CONTAINER","NICARDIPINE HYDROCHLORIDE","2761","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CARDENE","","https://CARDENE IN 0.86% SODIUM CHLORIDE IN PLASTIC CONTAINER.com","1198","1102","10058"
"IMP","29387","CARDIOLITE","CARDIOLITE","TECHNETIUM TC-99M SESTAMIBI KIT","2593","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CARDIOLITE","","https://CARDIOLITE.com","1030","1217","10066"
"IMP","29401","CARNITOR","CARNITOR","LEVOCARNITINE","2815","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CARNITOR","","https://CARNITOR.com","1252","1117","10066"
"IMP","29408","CATAFLAM","CATAFLAM","DICLOFENAC POTASSIUM","2769","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CATAFLAM","","https://CATAFLAM.com","1239","1124","10071"
"IMP","29414","CAVERJECT IMPULSE","CAVERJECT IMPULSE","ALPROSTADIL","3435","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CAVERJECT","","https://CAVERJECT IMPULSE.com","1872","1125","10066"
"IMP","29424","CEFAZOLIN SODIUM","CEFAZOLIN SODIUM","CEFAZOLIN SODIUM","2893","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CEFAZOLIN","","https://CEFAZOLIN SODIUM.com","1330","1114","10066"
"IMP","29438","CEFOTAXIME AND DEXTROSE 2.4% IN PLASTIC CONTAINER","CEFOTAXIME AND DEXTROSE 2.4% IN PLASTIC CONTAINER","CEFOTAXIME SODIUM","3453","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CEFOTAXIME","","https://CEFOTAXIME AND DEXTROSE 2.4% IN PLASTIC CONTAINER.com","1890","1228","10066"
"IMP","29439","CEFOTAXIME AND DEXTROSE 3.9% IN PLASTIC CONTAINER","CEFOTAXIME AND DEXTROSE 3.9% IN PLASTIC CONTAINER","CEFOTAXIME SODIUM","3453","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CEFOTAXIME","","https://CEFOTAXIME AND DEXTROSE 3.9% IN PLASTIC CONTAINER.com","1890","1222","10066"
"IMP","29442","CEFOTETAN AND DEXTROSE IN DUPLEX CONTAINER","CEFOTETAN AND DEXTROSE IN DUPLEX CONTAINER","CEFOTETAN DISODIUM","3453","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CEFOTETAN","","https://CEFOTETAN AND DEXTROSE IN DUPLEX CONTAINER.com","1890","1153","10066"
"IMP","29454","CEFTRIAXONE IN PLASTIC CONTAINER","CEFTRIAXONE IN PLASTIC CONTAINER","CEFTRIAXONE SODIUM","2765","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CEFTRIAXONE","","https://CEFTRIAXONE IN PLASTIC CONTAINER.com","1202","1139","10066"
"IMP","29468","CELONTIN","CELONTIN","METHSUXIMIDE","3047","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CELONTIN","","https://CELONTIN.com","1509","1232","10071"
"IMP","29492","CETROTIDE","CETROTIDE","CETRORELIX ACETATE","2675","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CETROTIDE","","https://CETROTIDE.com","1113","1146","10061"
"IMP","29511","CHILDREN'S ZYRTEC HIVES RELIEF","CHILDREN'S ZYRTEC HIVES RELIEF","CETIRIZINE HYDROCHLORIDE","2772","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CHILDREN'S","","https://CHILDREN'S ZYRTEC HIVES RELIEF.com","1280","1117","10071"
"IMP","29513","CHIROCAINE","CHIROCAINE","LEVOBUPIVACAINE HYDROCHLORIDE","2782","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CHIROCAINE","","https://CHIROCAINE.com","1219","1138","10066"
"IMP","29520","CHLORAPREP SINGLE SWABSTICK","CHLORAPREP SINGLE SWABSTICK","CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL","2946","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CHLORAPREP","","https://CHLORAPREP SINGLE SWABSTICK.com","1380","1109","10005"
"IMP","29521","CHLORAPREP TRIPLE SWABSTICK","CHLORAPREP TRIPLE SWABSTICK","CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL","2946","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CHLORAPREP","","https://CHLORAPREP TRIPLE SWABSTICK.com","1380","1187","10005"
"IMP","29524","CHLORHEXIDINE GLUCONATE","CHLORHEXIDINE GLUCONATE","CHLORHEXIDINE GLUCONATE","3399","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CHLORHEXIDINE","","https://CHLORHEXIDINE GLUCONATE.com","1924","1133","10005"
"IMP","29531","CHLOROPTIC","CHLOROPTIC","CHLORAMPHENICOL","2829","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CHLOROPTIC","","https://CHLOROPTIC.com","1335","1237","10032"
"IMP","29539","CHOLEBRINE","CHOLEBRINE","IOCETAMIC ACID","3148","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CHOLEBRINE","","https://CHOLEBRINE.com","1618","1144","10071"
"IMP","29547","CHOLOXIN","CHOLOXIN","DEXTROTHYROXINE SODIUM","2993","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CHOLOXIN","","https://CHOLOXIN.com","1463","1180","10071"
"IMP","29565","CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","CIMETIDINE HYDROCHLORIDE","2654","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CIMETIDINE","","https://CIMETIDINE HYDROCHLORIDE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER.com","1091","1157","10066"
"IMP","29585","CITANEST PLAIN","CITANEST PLAIN","PRILOCAINE HYDROCHLORIDE","2967","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CITANEST","","https://CITANEST PLAIN.com","1404","1191","10066"
"IMP","29587","CLADRIBINE","CLADRIBINE","CLADRIBINE","3490","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CLADRIBINE","","https://CLADRIBINE.com","1927","1181","10066"
"IMP","29595","CLARITHROMYCIN","CLARITHROMYCIN","CLARITHROMYCIN","3404","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CLARITHROMYCIN","","https://CLARITHROMYCIN.com","1871","1134","10071"
"IMP","29598","CLARITIN HIVES RELIEF REDITAB","CLARITIN HIVES RELIEF REDITAB","LORATADINE","3431","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CLARITIN","","https://CLARITIN HIVES RELIEF REDITAB.com","1934","1209","10071"
"IMP","29605","CLEOCIN","CLEOCIN","CLINDAMYCIN HYDROCHLORIDE","2556","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CLEOCIN","","https://CLEOCIN.com","1018","1210","10071"
"IMP","29617","CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE","CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE","BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE","2922","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CLINDAMYCIN","","https://CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE.com","1415","1153","10005"
"IMP","29631","CLINIMIX 5/20 SULFITE FREE IN DEXTROSE 20% IN PLASTIC CONTAINER","CLINIMIX 5/20 SULFITE FREE IN DEXTROSE 20% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE","2765","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CLINIMIX","","https://CLINIMIX 5/20 SULFITE FREE IN DEXTROSE 20% IN PLASTIC CONTAINER.com","1202","1172","10066"
"IMP","29635","CLINIMIX E 2.75/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER","CLINIMIX E 2.75/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE","2765","N/A","$ unknown","Pain Management","https://en.wikipedia.org/wiki/CLINIMIX","","https://CLINIMIX E 2.75/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER.com","1202","1158","10066"
