Publisher ID,Source ID,Trade Name,Product Name,Generic Name,NDC Code,Indication,Price,Therapeautic Area   (Foreign ID),Definition,Image,url,Sponsor   (Foreign ID),Form   (Foreign ID),Administration   (Foreign ID)
IMP,28724,ACCURETIC,ACCURETIC,HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE,2991,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACCURETIC,,https://ACCURETIC.com,1461,1234,10071
IMP,28725,ACCUTANE,ACCUTANE,ISOTRETINOIN,3178,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACCUTANE,,https://ACCUTANE.com,1640,1167,10071
IMP,28726,ACEBUTOLOL HYDROCHLORIDE,ACEBUTOLOL HYDROCHLORIDE,ACEBUTOLOL HYDROCHLORIDE,3480,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACEBUTOLOL,,https://ACEBUTOLOL HYDROCHLORIDE.com,1942,1181,10071
IMP,28727,ACEON,ACEON,PERINDOPRIL ERBUMINE,3339,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACEON,,https://ACEON.com,1809,1146,10071
IMP,28728,ACEPHEN,ACEPHEN,ACETAMINOPHEN,3223,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACEPHEN,,https://ACEPHEN.com,1692,1182,10020
IMP,28729,ACETADOTE,ACETADOTE,ACETYLCYSTEINE,3133,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACETADOTE,,https://ACETADOTE.com,1570,1149,10058
IMP,28730,ACETAMINOPHEN,ACETAMINOPHEN,ACETAMINOPHEN,2765,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACETAMINOPHEN,,https://ACETAMINOPHEN.com,1234,1120,10020
IMP,28731,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,2693,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACETAMINOPHEN,,https://ACETAMINOPHEN AND CODEINE PHOSPHATE.com,1201,1234,10071
IMP,28732,ACETAMINOPHEN AND PENTAZOCINE HYDROCHLORIDE,ACETAMINOPHEN AND PENTAZOCINE HYDROCHLORIDE,ACETAMINOPHEN; PENTAZOCINE HYDROCHLORIDE,2771,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACETAMINOPHEN,,https://ACETAMINOPHEN AND PENTAZOCINE HYDROCHLORIDE.com,1241,1100,10071
IMP,28733,"ACETAMINOPHEN, ASPIRIN AND CAFFEINE","ACETAMINOPHEN, ASPIRIN AND CAFFEINE",ACETAMINOPHEN; ASPIRIN; CAFFEINE,2570,N/A,$ unknown,Pain Management,"https://en.wikipedia.org/wiki/ACETAMINOPHEN,",,"https://ACETAMINOPHEN, ASPIRIN AND CAFFEINE.com",1040,1149,10071
IMP,28734,"ACETAMINOPHEN, CAFFEINE, AND DIHYDROCODEINE BITARTRATE","ACETAMINOPHEN, CAFFEINE, AND DIHYDROCODEINE BITARTRATE",ACETAMINOPHEN; CAFFEINE; DIHYDROCODEINE BITARTRATE,2945,N/A,$ unknown,Pain Management,"https://en.wikipedia.org/wiki/ACETAMINOPHEN,",,"https://ACETAMINOPHEN, CAFFEINE, AND DIHYDROCODEINE BITARTRATE.com",1407,1128,10071
IMP,28735,ACETATED RINGER'S IN PLASTIC CONTAINER,ACETATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,3453,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACETATED,,https://ACETATED RINGER'S IN PLASTIC CONTAINER.com,1890,1121,10066
IMP,28736,ACETAZOLAMIDE,ACETAZOLAMIDE,ACETAZOLAMIDE,3334,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACETAZOLAMIDE,,https://ACETAZOLAMIDE.com,1814,1195,10071
IMP,28737,ACETAZOLAMIDE SODIUM,ACETAZOLAMIDE SODIUM,ACETAZOLAMIDE SODIUM,3490,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACETAZOLAMIDE,,https://ACETAZOLAMIDE SODIUM.com,1927,1122,10066
IMP,28738,ACETIC ACID,ACETIC ACID,"ACETIC ACID, GLACIAL",2674,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACETIC,,https://ACETIC ACID.com,1180,1185,10006
IMP,28739,ACETIC ACID 0.25% IN PLASTIC CONTAINER,ACETIC ACID 0.25% IN PLASTIC CONTAINER,"ACETIC ACID, GLACIAL",3382,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACETIC,,https://ACETIC ACID 0.25% IN PLASTIC CONTAINER.com,1890,1235,10077
IMP,28740,ACETIC ACID 2% IN AQUEOUS ALUMINUM ACETATE,ACETIC ACID 2% IN AQUEOUS ALUMINUM ACETATE,"ACETIC ACID, GLACIAL; ALUMINUM ACETATE",2712,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACETIC,,https://ACETIC ACID 2% IN AQUEOUS ALUMINUM ACETATE.com,1218,1145,10006
IMP,28741,ACETOHEXAMIDE,ACETOHEXAMIDE,ACETOHEXAMIDE,2795,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACETOHEXAMIDE,,https://ACETOHEXAMIDE.com,1265,1168,10071
IMP,28742,ACETYLCYSTEINE,ACETYLCYSTEINE,ACETYLCYSTEINE,2677,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACETYLCYSTEINE,,https://ACETYLCYSTEINE.com,1185,1219,10052
IMP,28743,ACHES-N-PAIN,ACHES-N-PAIN,IBUPROFEN,3462,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACHES-N-PAIN,,https://ACHES-N-PAIN.com,1932,1125,10071
IMP,28744,ACHROMYCIN,ACHROMYCIN,HYDROCORTISONE; TETRACYCLINE HYDROCHLORIDE,3428,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACHROMYCIN,,https://ACHROMYCIN.com,1932,1219,10032
IMP,28745,ACHROMYCIN,ACHROMYCIN,TETRACYCLINE HYDROCHLORIDE,3495,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACHROMYCIN,,https://ACHROMYCIN.com,1932,1110,10066
IMP,28746,ACHROMYCIN,ACHROMYCIN,PROCAINE HYDROCHLORIDE; TETRACYCLINE HYDROCHLORIDE,3495,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACHROMYCIN,,https://ACHROMYCIN.com,1932,1171,10066
IMP,28747,ACHROMYCIN V,ACHROMYCIN V,TETRACYCLINE HYDROCHLORIDE,3189,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACHROMYCIN,,https://ACHROMYCIN V.com,1651,1171,10071
IMP,28748,ACILAC,ACILAC,LACTULOSE,3073,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACILAC,,https://ACILAC.com,1581,1193,10067
IMP,28749,ACIPHEX,ACIPHEX,RABEPRAZOLE SODIUM,2888,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACIPHEX,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Rabeprazole_enantiomers_labelled.svg/330px-Rabeprazole_enantiomers_labelled.svg.png,https://ACIPHEX.com,1382,1149,10071
IMP,28750,ACLOVATE,ACLOVATE,ALCLOMETASONE DIPROPIONATE,3231,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACLOVATE,,https://ACLOVATE.com,1751,1187,10005
IMP,28751,ACTH,ACTH,CORTICOTROPIN,2863,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTH,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Pro-opiomelanocortin.png/330px-Pro-opiomelanocortin.png,https://ACTH.com,1300,1133,10066
IMP,28752,ACTHAR,ACTHAR,CORTICOTROPIN,3201,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTHAR,,https://ACTHAR.com,1638,1208,10066
IMP,28753,ACTHAR GEL,ACTHAR GEL,CORTICOTROPIN,3093,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTHAR,,https://ACTHAR GEL.com,1530,1194,10066
IMP,28754,ACTHAR GEL (AUTOINJECTOR),ACTHAR GEL (AUTOINJECTOR),CORTICOTROPIN,3093,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTHAR,,https://ACTHAR GEL (AUTOINJECTOR).com,1530,1136,10066
IMP,28755,ACTHREL,ACTHREL,CORTICORELIN OVINE TRIFLUTATE,2946,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTHREL,,https://ACTHREL.com,1383,1113,10066
IMP,28756,ACTIDIL,ACTIDIL,TRIPROLIDINE HYDROCHLORIDE,2603,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTIDIL,,https://ACTIDIL.com,1032,1166,10071
IMP,28757,ACTIFED,ACTIFED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,2552,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTIFED,,https://ACTIFED.com,1032,1214,10071
IMP,28758,ACTIFED W/ CODEINE,ACTIFED W/ CODEINE,CODEINE PHOSPHATE; PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,2603,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTIFED,,https://ACTIFED W/ CODEINE.com,1032,1111,10071
IMP,28759,ACTIGALL,ACTIGALL,URSODIOL,2947,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTIGALL,,https://ACTIGALL.com,1409,1217,10071
IMP,28760,ACTIN-N,ACTIN-N,NITROFURAZONE,3059,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTIN-N,,https://ACTIN-N.com,1505,1129,10005
IMP,28761,ACTINEX,ACTINEX,MASOPROCOL,3145,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTINEX,,https://ACTINEX.com,1665,1195,10005
IMP,28762,ACTIQ,ACTIQ,FENTANYL CITRATE,2698,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTIQ,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Fentanyl-xtal-3D-balls.png/330px-Fentanyl-xtal-3D-balls.png,https://ACTIQ.com,1221,1215,10013
IMP,28763,ACTISITE,ACTISITE,TETRACYCLINE HYDROCHLORIDE,2986,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTISITE,,https://ACTISITE.com,1515,1236,10085
IMP,28764,ACTIVELLA,ACTIVELLA,ESTRADIOL; NORETHINDRONE ACETATE,3305,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTIVELLA,,https://ACTIVELLA.com,1775,1194,10071
IMP,28765,ACTONEL,ACTONEL,RISEDRONATE SODIUM,3394,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTONEL,,https://ACTONEL.com,1864,1175,10071
IMP,28766,ACTONEL WITH CALCIUM (COPACKAGED),ACTONEL WITH CALCIUM (COPACKAGED),CALCIUM CARBONATE; RISEDRONATE SODIUM,3229,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTONEL,,https://ACTONEL WITH CALCIUM (COPACKAGED).com,1699,1174,10071
IMP,28767,ACTOPLUS MET,ACTOPLUS MET,METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,3410,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTOPLUS,,https://ACTOPLUS MET.com,1880,1201,10071
IMP,28768,ACTOPLUS MET XR,ACTOPLUS MET XR,METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,3420,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTOPLUS,,https://ACTOPLUS MET XR.com,1880,1123,10071
IMP,28769,ACTOS,ACTOS,PIOGLITAZONE HYDROCHLORIDE,3410,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTOS,,https://ACTOS.com,1880,1182,10071
IMP,28770,ACTRON,ACTRON,KETOPROFEN,3269,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACTRON,,https://ACTRON.com,1739,1223,10071
IMP,28771,ACULAR,ACULAR,KETOROLAC TROMETHAMINE,2957,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACULAR,,https://ACULAR.com,1463,1204,10032
IMP,28772,ACULAR LS,ACULAR LS,KETOROLAC TROMETHAMINE,2957,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACULAR,,https://ACULAR LS.com,1463,1162,10032
IMP,28773,ACULAR PRESERVATIVE FREE,ACULAR PRESERVATIVE FREE,KETOROLAC TROMETHAMINE,2829,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACULAR,,https://ACULAR PRESERVATIVE FREE.com,1335,1209,10032
IMP,28774,ACUTECT,ACUTECT,TECHNETIUM TC-99M APCITIDE,2903,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACUTECT,,https://ACUTECT.com,1340,1147,10066
IMP,28775,ACUVAIL,ACUVAIL,KETOROLAC TROMETHAMINE,2957,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACUVAIL,,https://ACUVAIL.com,1463,1156,10032
IMP,28776,ACUVUE THERAVISION WITH KETOTIFEN,ACUVUE THERAVISION WITH KETOTIFEN,KETOTIFEN FUMARATE,2523,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACUVUE,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Acuvue_2_box.jpg/330px-Acuvue_2_box.jpg,https://ACUVUE THERAVISION WITH KETOTIFEN.com,1037,1194,10032
IMP,28777,ACYCLOVIR,ACYCLOVIR,ACYCLOVIR,2707,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACYCLOVIR,,https://ACYCLOVIR.com,1169,1219,10071
IMP,28778,ACYCLOVIR IN SODIUM CHLORIDE 0.9% PRESERVATIVE FREE,ACYCLOVIR IN SODIUM CHLORIDE 0.9% PRESERVATIVE FREE,ACYCLOVIR SODIUM,3350,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACYCLOVIR,,https://ACYCLOVIR IN SODIUM CHLORIDE 0.9% PRESERVATIVE FREE.com,1787,1187,10066
IMP,28779,ACYCLOVIR SODIUM,ACYCLOVIR SODIUM,ACYCLOVIR SODIUM,3177,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACYCLOVIR,,https://ACYCLOVIR SODIUM.com,1614,1235,10066
IMP,28780,ACYLANID,ACYLANID,ACETYLDIGITOXIN,2769,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACYLANID,,https://ACYLANID.com,1239,1133,10071
IMP,28781,ACZONE,ACZONE,DAPSONE,2970,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ACZONE,,https://ACZONE.com,1463,1126,10005
IMP,28782,ADAGEN,ADAGEN,PEGADEMASE BOVINE,2815,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADAGEN,,https://ADAGEN.com,1252,1116,10066
IMP,28783,ADALAT,ADALAT,NIFEDIPINE,3032,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADALAT,,https://ADALAT.com,1494,1169,10071
IMP,28784,ADALAT CC,ADALAT CC,NIFEDIPINE,3231,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADALAT,,https://ADALAT CC.com,1691,1131,10071
IMP,28785,ADASUVE,ADASUVE,LOXAPINE,3575,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADASUVE,,https://ADASUVE.com,2013,1188,10054
IMP,28786,ADCIRCA,ADCIRCA,TADALAFIL,3112,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADCIRCA,,https://ADCIRCA.com,1582,1176,10071
IMP,28787,ADDERALL 10,ADDERALL 10,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3337,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL 10.com,1807,1235,10071
IMP,28788,ADDERALL 12.5,ADDERALL 12.5,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3337,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL 12.5.com,1807,1215,10071
IMP,28789,ADDERALL 15,ADDERALL 15,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3337,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL 15.com,1807,1136,10071
IMP,28790,ADDERALL 20,ADDERALL 20,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3337,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL 20.com,1807,1142,10071
IMP,28791,ADDERALL 30,ADDERALL 30,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3337,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL 30.com,1807,1225,10071
IMP,28792,ADDERALL 5,ADDERALL 5,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3337,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL 5.com,1807,1110,10071
IMP,28793,ADDERALL 7.5,ADDERALL 7.5,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3337,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL 7.5.com,1807,1104,10071
IMP,28794,ADDERALL XR 10,ADDERALL XR 10,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3400,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL XR 10.com,1880,1174,10071
IMP,28795,ADDERALL XR 15,ADDERALL XR 15,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3400,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL XR 15.com,1880,1233,10071
IMP,28796,ADDERALL XR 20,ADDERALL XR 20,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3400,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL XR 20.com,1880,1204,10071
IMP,28797,ADDERALL XR 25,ADDERALL XR 25,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3400,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL XR 25.com,1880,1148,10071
IMP,28798,ADDERALL XR 30,ADDERALL XR 30,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3400,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL XR 30.com,1880,1139,10071
IMP,28799,ADDERALL XR 5,ADDERALL XR 5,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,3400,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDERALL,,https://ADDERALL XR 5.com,1880,1108,10071
IMP,28800,ADDYI,ADDYI,FLIBANSERIN,3567,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADDYI,,https://ADDYI.com,2037,1148,10071
IMP,28801,ADENOCARD,ADENOCARD,ADENOSINE,3236,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADENOCARD,,https://ADENOCARD.com,1673,1224,10066
IMP,28802,ADENOSCAN,ADENOSCAN,ADENOSINE,3165,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADENOSCAN,,https://ADENOSCAN.com,1673,1174,10058
IMP,28803,ADRENACLICK,ADRENACLICK,EPINEPHRINE,2864,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADRENACLICK,,https://ADRENACLICK.com,1301,1171,10073
IMP,28804,ADREVIEW,ADREVIEW,IOBENGUANE SULFATE I-123,2496,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADREVIEW,,https://ADREVIEW.com,1004,1146,10058
IMP,28805,ADRIAMYCIN PFS,ADRIAMYCIN PFS,DOXORUBICIN HYDROCHLORIDE,3435,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADRIAMYCIN,,https://ADRIAMYCIN PFS.com,1872,1222,10066
IMP,28806,ADRUCIL,ADRUCIL,FLUOROURACIL,3250,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADRUCIL,,https://ADRUCIL.com,1687,1119,10066
IMP,28807,ADVAIR DISKUS 100/50,ADVAIR DISKUS 100/50,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,3361,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADVAIR,,https://ADVAIR DISKUS 100/50.com,1799,1220,10054
IMP,28808,ADVAIR DISKUS 250/50,ADVAIR DISKUS 250/50,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,3361,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADVAIR,,https://ADVAIR DISKUS 250/50.com,1799,1152,10054
IMP,28809,ADVAIR DISKUS 500/50,ADVAIR DISKUS 500/50,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,3361,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADVAIR,,https://ADVAIR DISKUS 500/50.com,1799,1130,10054
IMP,28810,ADVAIR HFA,ADVAIR HFA,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,3317,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADVAIR,,https://ADVAIR HFA.com,1799,1236,10054
IMP,28811,ADVIL,ADVIL,IBUPROFEN,2545,N/A,$ unknown,Pain Management,https://en.wikipedia.org/wiki/ADVIL,,https://ADVIL.com,1015,1173,10071
