id,description,raw_icd9_code,is_industry_std,fdn_parenticd9
137-139,LATE EFFECTS OF INFECTIOUS AND PARASITIC DISEASES,137-139,,001-139
137.1,Late effects of central nervous system tuberculosis,137.1,,137
137.2,Late effects of genitourinary tuberculosis,137.2,,137
137.3,Late effects of tuberculosis of bones and joints,137.3,,137
137.4,Late effects of tuberculosis of other specified organs,137.4,,137
138,Late effects of acute poliomyelitis,138,,137-139
139,Late effects of other infectious and parasitic diseases,139,,137-139
139.1,Late effects of trachoma,139.1,,139
139.8,Late effects of other and unspecified infectious and parasitic diseases,139.8,,139
14,"Tuberculosis of intestines, peritoneum, and mesenteric glands",14,,010-018
14.8,Other,14.8,,14
140,Malignant neoplasm of lip,140,,140-149
140-149,"MALIGNANT NEOPLASM OF LIP, ORAL CAVITY, AND PHARYNX",140-149,,140-239
140-239,NEOPLASMS changed by Robiun,140-239,,
140.1,"Lower lip, vermilion border",140.1,,140
140.3,"Upper lip, inner aspect",140.3,,140
140.4,"Lower lip, inner aspect",140.4,,140
140.5,"Lip, unspecified, inner aspect",140.5,,140
140.6,Commissure of lip,140.6,,140
140.8,Other sites of lip,140.8,,140
140.9,"Lip, unspecified, vermilion border",140.9,,140
141,Malignant neoplasm of tongue,141,,140-149
141.1,Dorsal surface of tongue,141.1,,141
141.2,Tip and lateral border of tongue,141.2,,141
141.3,Ventral surface of tongue,141.3,,141
141.4,"Anterior two-thirds of tongue, part unspecified",141.4,,141
141.5,Junctional zone,141.5,,141
141.6,Lingual tonsil,141.6,,141
141.8,Other sites of tongue,141.8,,141
141.9,"Tongue, unspecified",141.9,,141
142,Malignant neoplasm of major salivary glands,142,,140-149
142.1,Submandibular gland,142.1,,142
142.2,Sublingual gland,142.2,,142
142.8,Other major salivary glands,142.8,,142
142.9,"Salivary gland, unspecified",142.9,,142
143,Malignant neoplasm of gum,143,,140-149
143.1,Lower gum,143.1,,143
143.8,Other sites of gum,143.8,,143
143.9,"Gum, unspecified",143.9,,143
144,Malignant neoplasm of floor of mouth,144,,140-149
144.1,Lateral portion,144.1,,144
144.8,Other sites of floor of mouth,144.8,,144
144.9,"Floor of mouth, part unspecified",144.9,,144
145,Malignant neoplasm of other and unspecified parts of mouth,145,,140-149
145.1,Vestibule of mouth,145.1,,145
145.2,Hard palate,145.2,,145
145.3,Soft palate,145.3,,145
145.4,Uvula,145.4,,145
145.5,"Palate, unspecified",145.5,,145
145.6,Retromolar area,145.6,,145
145.8,Other specified parts of mouth,145.8,,145
145.9,"Mouth, unspecified",145.9,,145
146,Malignant neoplasm of oropharynx,146,,140-149
146.1,Tonsillar fossa,146.1,,146
146.2,Tonsillar pillars (anterior) (posterior),146.2,,146
146.3,Vallecula,146.3,,146
146.4,Anterior aspect of epiglottis,146.4,,146
146.5,Junctional region,146.5,,146
146.6,Lateral wall of oropharynx,146.6,,146
146.7,Posterior wall of oropharynx,146.7,,146
146.8,Other specified sites of oropharynx,146.8,,146
146.9,"Oropharynx, unspecified",146.9,,146
147,Malignant neoplasm of nasopharynx,147,,140-149
147.1,Posterior wall,147.1,,147
147.2,Lateral wall,147.2,,147
147.3,Anterior wall,147.3,,147
147.8,Other specified sites of nasopharynx,147.8,,147
147.9,"Nasopharynx, unspecified",147.9,,147
148,Malignant neoplasm of hypopharynx,148,,140-149
148.1,Pyriform sinus,148.1,,148
148.2,"Aryepiglottic fold, hypopharyngeal aspect",148.2,,148
148.3,Posterior hypopharyngeal wall,148.3,,148
148.8,Other specified sites of hypopharynx,148.8,,148
148.9,"Hypopharynx, unspecified",148.9,,148
149,"Malignant neoplasm of other and ill-defined sites within the lip, oral cavity, and pharynx",149,,140-149
149.1,Waldeyer's ring,149.1,,149
149.8,Other,149.8,,149
149.9,Ill-defined,149.9,,149
15,Tuberculosis of bones and joints,15,,010-018
15.1,Hip,15.1,,15
15.2,Knee,15.2,,15
15.5,Limb bones,15.5,,15
15.6,Mastoid,15.6,,15
15.7,Other specified bone,15.7,,15
15.8,Other specified joint,15.8,,15
15.9,Tuberculosis of unspecified bones and joints,15.9,,15
150,Malignant neoplasm of esophagus,150,,150-159
150-159,MALIGNANT NEOPLASM OF DIGESTIVE ORGANS AND PERITONEUM,150-159,,140-239
150.1,Thoracic esophagus,150.1,,150
150.2,Abdominal esophagus,150.2,,150
150.3,Upper third of esophagus,150.3,,150
150.4,Middle third of esophagus,150.4,,150
150.5,Lower third of esophagus,150.5,,150
150.8,Other specified part,150.8,,150
150.9,"Esophagus, unspecified",150.9,,150
151,Malignant neoplasm of stomach,151,,150-159
151.1,Pylorus,151.1,,151
151.2,Pyloric antrum,151.2,,151
151.3,Fundus of stomach,151.3,,151
151.4,Body of stomach,151.4,,151
151.5,"Lesser curvature, unspecified",151.5,,151
151.6,"Greater curvature, unspecified",151.6,,151
151.8,Other specified sites of stomach,151.8,,151
151.9,"Stomach, unspecified",151.9,,151
152,"Malignant neoplasm of small intestine, including duodenum",152,,150-159
152.1,Jejunum,152.1,,152
152.2,Ileum,152.2,,152
152.3,Meckel's diverticulum,152.3,,152
152.8,Other specified sites of small intestine,152.8,,152
152.9,"Small intestine, unspecified",152.9,,152
153,Malignant neoplasm of colon,153,,150-159
153.1,Transverse colon,153.1,,153
153.2,Descending colon,153.2,,153
153.3,Sigmoid colon,153.3,,153
153.4,Cecum,153.4,,153
153.5,Appendix,153.5,,153
153.6,Ascending colon,153.6,,153
153.7,Splenic flexure,153.7,,153
153.8,Other specified sites of large intestine,153.8,,153
153.9,"Colon, unspecified",153.9,,153
154,"Malignant neoplasm of rectum, rectosigmoid junction, and anus",154,,150-159
154.1,Rectum,154.1,,154
154.2,Anal canal,154.2,,154
154.3,"Anus, unspecified",154.3,,154
154.8,Other,154.8,,154
155,Malignant neoplasm of liver and intrahepatic bile ducts,155,,150-159
155.1,Intrahepatic bile ducts,155.1,,155
155.2,"Liver, not specified as primary or secondary",155.2,,155
156,Malignant neoplasm of gallbladder and extrahepatic bile ducts,156,,150-159
156.1,Extrahepatic bile ducts,156.1,,156
156.2,Ampulla of Vater,156.2,,156
156.8,Other specified sites of gallbladder and extrahepatic bile ducts,156.8,,156
156.9,"Biliary tract, part unspecified",156.9,,156
157,Malignant neoplasm of pancreas,157,,150-159
157.1,Body of pancreas,157.1,,157
157.2,Tail of pancreas,157.2,,157
157.3,Pancreatic duct,157.3,,157
157.4,Islets of Langerhans,157.4,,157
157.8,Other specified sites of pancreas,157.8,,157
157.9,"Pancreas, part unspecified",157.9,,157
158,Malignant neoplasm of retroperitoneum and peritoneum,158,,150-159
158.8,Specified parts of peritoneum,158.8,,158
158.9,"Peritoneum, unspecified",158.9,,158
159,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,159,,150-159
159.1,"Spleen, not elsewhere classified",159.1,,159
159.8,Other sites of digestive system and intra-abdominal organs,159.8,,159
159.9,Ill-defined,159.9,,159
16,Tuberculosis of genitourinary system,16,,010-018
16.1,Bladder,16.1,,16
16.2,Ureter,16.2,,16
16.3,Other urinary organs,16.3,,16
16.4,Epididymis,16.4,,16
16.5,Other male genital organs,16.5,,16
16.6,Tuberculous oophoritis and salpingitis,16.6,,16
16.7,Other female genital organs,16.7,,16
16.9,"Genitourinary tuberculosis, unspecified",16.9,,16
160,"Malignant neoplasm of nasal cavities, middle ear, and accessory sinuses",160,,160-165
160-165,MALIGNANT NEOPLASM OF RESPIRATORY AND INTRATHORACIC ORGANS,160-165,,140-239
160.1,"Auditory tube, middle ear, and mastoid air cells",160.1,,160
160.2,Maxillary sinus,160.2,,160
160.3,Ethmoidal sinus,160.3,,160
160.4,Frontal sinus,160.4,,160
160.5,Sphenoidal sinus,160.5,,160
160.8,Other,160.8,,160
160.9,"Accessory sinus, unspecified",160.9,,160
161,Malignant neoplasm of larynx,161,,160-165
161.1,Supraglottis,161.1,,161
161.2,Subglottis,161.2,,161
161.3,Laryngeal cartilages,161.3,,161
161.8,Other specified sites of larynx,161.8,,161
161.9,"Larynx, unspecified",161.9,,161
162,"Malignant neoplasm of trachea, bronchus, and lung",162,,160-165
162.2,Main bronchus,162.2,,162
162.3,"Upper lobe, bronchus or lung",162.3,,162
162.4,"Middle lobe, bronchus or lung",162.4,,162
162.5,"Lower lobe, bronchus or lung",162.5,,162
162.8,Other parts of bronchus or lung,162.8,,162
162.9,"Bronchus and lung, unspecified",162.9,,162
163,Malignant neoplasm of pleura,163,,160-165
163.1,Visceral pleura,163.1,,163
163.8,Other specified sites of pleura,163.8,,163
163.9,"Pleura, unspecified",163.9,,163
164,"Malignant neoplasm of thymus, heart, and mediastinum",164,,160-165
164.1,Heart,164.1,,164
164.2,Anterior mediastinum,164.2,,164
164.3,Posterior mediastinum,164.3,,164
164.8,Other,164.8,,164
164.9,"Mediastinum, part unspecified",164.9,,164
165,Malignant neoplasm of other and ill-defined sites within the respiratory system and intrathoracic organs,165,,160-165
165.8,Other,165.8,,165
165.9,Ill-defined sites within the respiratory system,165.9,,165
17,Tuberculosis of other organs,17,,010-018
17.1,Erythema nodosum with hypersensitivity reaction in tuberculosis,17.1,,17
17.2,Peripheral lymph nodes,17.2,,17
17.3,Eye,17.3,,17
17.4,Ear,17.4,,17
17.5,Thyroid gland,17.5,,17
17.6,Adrenal glands,17.6,,17
17.7,Spleen,17.7,,17
17.8,Esophagus,17.8,,17
17.9,Other specified organs,17.9,,17
170,Malignant neoplasm of bone and articular cartilage,170,,170-176
170-176,"MALIGNANT NEOPLASM OF BONE, CONNECTIVE TISSUE, SKIN, AND BREAST",170-176,,140-239
170.1,Mandible,170.1,,170
170.2,"Vertebral column, excluding sacrum and coccyx",170.2,,170
170.3,"Ribs, sternum, and clavicle",170.3,,170
170.4,Scapula and long bones of upper limb,170.4,,170
170.5,Short bones of upper limb,170.5,,170
170.6,"Pelvic bones, sacrum, and coccyx",170.6,,170
170.7,Long bones of lower limb,170.7,,170
170.8,Short bones of lower limb,170.8,,170
170.9,"Bone and articular cartilage, site unspecified",170.9,,170
171,Malignant neoplasm of connective and other soft tissue,171,,170-176
171.2,"Upper limb, including shoulder",171.2,,171
171.3,"Lower limb, including hip",171.3,,171
171.4,Thorax,171.4,,171
171.5,Abdomen,171.5,,171
171.6,Pelvis,171.6,,171
171.7,"Trunk, unspecified",171.7,,171
171.8,Other specified sites of connective and other soft tissue,171.8,,171
171.9,"Connective and other soft tissue, site unspecified",171.9,,171
172,Malignant melanoma of skin,172,,170-176
172.1,"Eyelid, including canthus",172.1,,172
172.2,Ear and external auditory canal,172.2,,172
172.3,Other and unspecified parts of face,172.3,,172
172.4,Scalp and neck,172.4,,172
172.5,"Trunk, except scrotum",172.5,,172
172.6,"Upper limb, including shoulder",172.6,,172
172.7,"Lower limb, including hip",172.7,,172
172.8,Other specified sites of skin,172.8,,172
172.9,"Melanoma of skin, site unspecified",172.9,,172
173,Other malignant neoplasm of skin,173,,170-176
173.1,"Eyelid, including canthus",173.1,,173
173.2,Skin of ear and external auditory canal,173.2,,173
173.3,Skin of other and unspecified parts of face,173.3,,173
173.4,Scalp and skin of neck,173.4,,173
173.5,"Skin of trunk, except scrotum",173.5,,173
173.6,"Skin of upper limb, including shoulder",173.6,,173
173.7,"Skin of lower limb, including hip",173.7,,173
173.8,Other specified sites of skin,173.8,,173
173.9,"Skin, site unspecified",173.9,,173
174,Malignant neoplasm of female breast,174,,170-176
174.1,Central portion,174.1,,174
174.2,Upper-inner quadrant,174.2,,174
174.3,Lower-inner quadrant,174.3,,174
174.4,Upper-outer quadrant,174.4,,174
174.5,Lower-outer quadrant,174.5,,174
174.6,Axillary tail,174.6,,174
174.8,Other specified sites of female breast,174.8,,174
174.9,"Breast (female), unspecified",174.9,,174
175,Malignant neoplasm of male breast,175,,170-176
175.9,Other and unspecified sites of male breast,175.9,,175
176,Kaposi's sarcoma,176,,170-176
176.1,Soft tissue,176.1,,176
176.2,Palate,176.2,,176
176.3,Gastrointestinal sites,176.3,,176
176.4,Lung,176.4,,176
176.5,Lymph nodes,176.5,,176
176.8,Other specified sites,176.8,,176
176.9,Unspecified,176.9,,176
179,"Malignant neoplasm of uterus, part unspecified",179,,179-189
179-189,MALIGNANT NEOPLASM OF GENITOURINARY ORGANS,179-189,,140-239
18,Miliary tuberculosis,18,,010-018
18.8,Other specified miliary tuberculosis,18.8,,18
18.9,"Miliary tuberculosis, unspecified",18.9,,18
180,Malignant neoplasm of cervix uteri,180,,179-189
180.1,Exocervix,180.1,,180
180.8,Other specified sites of cervix,180.8,,180
180.9,"Cervix uteri, unspecified",180.9,,180
181,Malignant neoplasm of placenta,181,,179-189
182,Malignant neoplasm of body of uterus,182,,179-189
182.1,Isthmus,182.1,,182
182.8,Other specified sites of body of uterus,182.8,,182
183,Malignant neoplasm of ovary and other uterine adnexa,183,,179-189
183.2,Fallopian tube,183.2,,183
183.3,Broad ligament,183.3,,183
183.4,Parametrium,183.4,,183
183.5,Round ligament,183.5,,183
183.8,Other specified sites of uterine adnexa,183.8,,183
183.9,"Uterine adnexa, unspecified",183.9,,183
184,Malignant neoplasm of other and unspecified female genital organs,184,,179-189
184.1,Labia majora,184.1,,184
184.2,Labia minora,184.2,,184
184.3,Clitoris,184.3,,184
184.4,"Vulva, unspecified",184.4,,184
184.8,Other specified sites of female genital organs,184.8,,184
184.9,"Female genital organ, site unspecified",184.9,,184
185,Malignant neoplasm of prostate,185,,179-189
186,Malignant neoplasm of testis,186,,179-189
186.9,Other and unspecified testis,186.9,,186
187,Malignant neoplasm of penis and other male genital organs,187,,179-189
187.1,Prepuce,187.1,,187
187.2,Glans penis,187.2,,187
187.3,Body of penis,187.3,,187
187.4,"Penis, part unspecified",187.4,,187
187.5,Epididymis,187.5,,187
187.6,Spermatic cord,187.6,,187
187.7,Scrotum,187.7,,187
187.8,Other specified sites of male genital organs,187.8,,187
187.9,"Male genital organ, site unspecified",187.9,,187
188,Malignant neoplasm of bladder,188,,179-189
188.1,Dome of urinary bladder,188.1,,188
188.2,Lateral wall of urinary bladder,188.2,,188
188.3,Anterior wall of urinary bladder,188.3,,188
188.4,Posterior wall of urinary bladder,188.4,,188
188.5,Bladder neck,188.5,,188
188.6,Ureteric orifice,188.6,,188
188.7,Urachus,188.7,,188
188.8,Other specified sites of bladder,188.8,,188
188.9,"Bladder, part unspecified",188.9,,188
189,Malignant neoplasm of kidney and other and unspecified urinary organs,189,,179-189
189.1,Renal pelvis,189.1,,189
189.2,Ureter,189.2,,189
189.3,Urethra,189.3,,189
189.4,Paraurethral glands,189.4,,189
189.8,Other specified sites of urinary organs,189.8,,189
189.9,"Urinary organ, site unspecified",189.9,,189
190,Malignant neoplasm of eye,190,,190-199
190-199,MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED SITES,190-199,,140-239
190.1,Orbit,190.1,,190
190.2,Lacrimal gland,190.2,,190
190.3,Conjunctiva,190.3,,190
190.4,Cornea,190.4,,190
190.5,Retina,190.5,,190
190.6,Choroid,190.6,,190
190.7,Lacrimal duct,190.7,,190
190.8,Other specified sites of eye,190.8,,190
190.9,"Eye, part unspecified",190.9,,190
191,Malignant neoplasm of brain,191,,190-199
191.1,Frontal lobe,191.1,,191
191.2,Temporal lobe,191.2,,191
191.3,Parietal lobe,191.3,,191
191.4,Occipital lobe,191.4,,191
191.5,Ventricles,191.5,,191
191.6,Cerebellum NOS,191.6,,191
191.7,Brain stem,191.7,,191
191.8,Other parts of brain,191.8,,191
191.9,"Brain, unspecified",191.9,,191
192,Malignant neoplasm of other and unspecified parts of nervous system,192,,190-199
192.1,Cerebral meninges,192.1,,192
192.2,Spinal cord,192.2,,192
192.3,Spinal meninges,192.3,,192
192.8,Other specified sites of nervous system,192.8,,192
192.9,"Nervous system, part unspecified",192.9,,192
193,Malignant neoplasm of thyroid gland,193,,190-199
194,Malignant neoplasm of other endocrine glands and related structures,194,,190-199
194.1,Parathyroid gland,194.1,,194
194.3,Pituitary gland and craniopharyngeal duct,194.3,,194
194.4,Pineal gland,194.4,,194
194.5,Carotid body,194.5,,194
194.6,Aortic body and other paraganglia,194.6,,194
194.8,Other,194.8,,194
194.9,"Endocrine gland, site unspecified",194.9,,194
195,Malignant neoplasm of other and ill-defined sites,195,,190-199
195.1,Thorax,195.1,,195
195.2,Abdomen,195.2,,195
195.3,Pelvis,195.3,,195
195.4,Upper limb,195.4,,195
195.5,Lower limb,195.5,,195
195.8,Other specified sites,195.8,,195
196,Secondary and unspecified malignant neoplasm of lymph nodes,196,,190-199
196.1,Intrathoracic lymph nodes,196.1,,196
196.2,Intra-abdominal lymph nodes,196.2,,196
196.3,Lymph nodes of axilla and upper limb,196.3,,196
196.5,Lymph nodes of inguinal region and lower limb,196.5,,196
196.6,Intrapelvic lymph nodes,196.6,,196
196.8,Lymph nodes of multiple sites,196.8,,196
196.9,Site unspecified,196.9,,196
197,Secondary malignant neoplasm of respiratory and digestive systems,197,,190-199
197.1,Mediastinum,197.1,,197
197.2,Pleura,197.2,,197
197.3,Other respiratory organs,197.3,,197
197.4,"Small intestine, including duodenum",197.4,,197
197.5,Large intestine and rectum,197.5,,197
197.6,Retroperitoneum and peritoneum,197.6,,197
197.7,"Liver, specified as secondary",197.7,,197
197.8,Other digestive organs and spleen,197.8,,197
